id,sex,age,height,weight,income,education,confession,children,happiness,fitness,food,alcohol,tattoos,rhine,datause,consultations,hiking,fasnacht,eyecor
262,male,25,193.9,82.3,5700,SEK_III,NA,1,7,6,1120,0,4,7,104,1,43,no,yes
263,male,70,171.5,62.1,12300,SEK_III,evangelical-reformed,1,7,3,1400,0,12,0,92,4,107,no,yes
264,male,31,172.1,101.3,NA,SEK_III,NA,1,7,5,NA,0,0,3,67,0,52,no,no
265,female,31,151.5,67.3,7500,apprenticeship,muslim,2,6,4,850,2,0,5,105,2,39,no,yes
266,female,73,161.2,72.8,10400,apprenticeship,confessionless,4,7,2,960,17,0,1,93,5,54,no,yes
267,male,86,181.6,96.8,14e3,apprenticeship,other,2,7,6,1280,49,7,4,91,5,90,no,yes
268,male,31,208.9,NA,NA,SEK_III,catholic,0,6,7,NA,20,1,4,85,2,36,no,yes
269,female,65,166.8,64.8,NA,SEK_III,catholic,2,8,8,NA,0,0,3,73,4,77,no,no
270,female,45,169.2,70.4,8700,apprenticeship,catholic,3,6,7,830,34,8,2,84,5,46,no,yes
271,male,50,171.3,84.5,8500,SEK_III,evangelical-reformed,2,7,9,440,50,8,8,55,4,66,no,yes
272,male,40,169.8,99.8,NA,SEK_III,NA,3,8,2,NA,31,0,2,73,5,88,no,yes
273,female,62,164.6,56.6,10100,apprenticeship,catholic,3,10,2,1340,14,0,0,71,3,89,no,no
274,female,71,161.1,NA,11200,SEK_III,evangelical-reformed,2,7,5,1450,15,0,1,117,5,109,no,yes
275,male,39,183.2,69.6,6200,obligatory_school,NA,2,6,3,590,28,3,1,94,2,75,no,yes
276,male,42,197,112.7,6900,SEK_III,confessionless,2,6,4,1070,10,4,6,81,3,35,no,no
277,female,33,176,57.4,6100,apprenticeship,NA,2,6,7,640,22,0,5,104,7,63,no,no
278,female,31,159,63.4,6800,apprenticeship,confessionless,1,5,2,700,31,0,4,107,3,61,no,no
279,male,73,176.3,89,11e3,apprenticeship,catholic,0,6,3,1190,41,0,3,95,5,126,no,no
280,female,30,162.4,71.8,5900,apprenticeship,confessionless,2,7,4,770,24,0,2,80,9,66,no,yes
281,female,31,164.5,45.3,5500,SEK_III,confessionless,2,6,7,640,22,2,2,100,7,37,no,no
282,female,25,145.9,80.2,4800,SEK_III,confessionless,2,9,8,410,38,0,3,77,2,83,no,yes
283,female,55,154.5,59.2,NA,apprenticeship,catholic,2,7,7,NA,44,0,0,82,5,74,no,no
284,female,29,151.5,48.6,NA,obligatory_school,catholic,3,6,7,NA,25,5,7,84,5,33,no,no
285,female,43,155.5,NA,7700,apprenticeship,catholic,0,6,6,1080,0,0,6,85,6,102,no,yes
286,female,34,163,60.2,5100,apprenticeship,evangelical-reformed,2,6,9,220,33,5,5,74,5,83,no,yes
287,female,67,158.2,62.6,11900,SEK_III,confessionless,2,7,6,1150,29,0,4,97,2,29,no,no
288,female,73,150.5,63.1,13900,apprenticeship,catholic,3,8,4,1530,23,5,6,96,4,34,no,yes
289,female,40,178.8,57.1,8600,apprenticeship,catholic,2,7,4,630,38,2,2,70,4,86,no,no
290,male,23,186.4,82.8,5100,SEK_III,catholic,2,7,3,540,48,2,0,58,1,75,no,yes
291,female,44,172.2,55.2,7800,apprenticeship,evangelical-reformed,2,7,5,920,29,8,8,82,2,46,no,no
292,male,81,180.6,66.6,NA,SEK_III,muslim,1,7,2,NA,39,1,10,72,0,82,no,no
293,male,31,173.5,74.7,6500,apprenticeship,catholic,2,8,9,650,23,0,4,99,2,68,no,no
294,male,38,177.7,91.5,7500,obligatory_school,catholic,2,7,4,300,85,3,3,120,2,49,no,no
295,male,40,160.2,65.2,6300,SEK_III,evangelical-reformed,2,7,7,660,0,6,4,95,4,79,no,yes
296,female,34,172.6,63.3,5600,apprenticeship,other,4,9,5,910,39,0,5,70,9,34,no,yes
297,male,29,163.8,89.5,NA,SEK_III,catholic,2,7,6,NA,24,0,3,46,1,46,no,yes
298,female,34,168.4,60.4,6e3,apprenticeship,evangelical-reformed,2,7,4,600,18,0,4,77,3,104,no,yes
299,female,39,162,NA,5200,SEK_II,confessionless,1,8,5,700,31,0,5,62,1,56,no,yes
300,male,19,170.4,78,3200,SEK_III,NA,4,6,4,430,29,0,5,89,4,46,no,yes
301,male,31,147.5,81.9,3500,apprenticeship,catholic,2,7,7,500,28,10,6,70,1,3,no,yes
302,female,48,165.3,71.8,7500,SEK_III,evangelical-reformed,2,6,7,1e3,26,4,9,67,5,65,no,no
303,female,32,170,NA,4400,SEK_II,confessionless,0,7,6,650,0,4,0,92,3,43,no,yes
304,female,29,166.2,59.2,3800,SEK_III,catholic,2,7,4,290,26,5,0,103,4,85,no,yes
305,female,35,144.5,62.5,9300,apprenticeship,catholic,1,6,7,1070,26,0,2,111,5,46,no,yes
306,male,39,148.4,77.8,6400,obligatory_school,confessionless,3,7,2,400,61,0,4,54,3,76,no,yes
307,female,55,166.4,44.3,9200,apprenticeship,catholic,1,6,5,1540,0,0,2,92,9,72,no,yes
308,male,47,177.1,84.2,9400,SEK_III,evangelical-reformed,3,6,5,920,47,0,4,56,4,37,no,no
309,male,50,187,82.8,6600,SEK_III,evangelical-reformed,2,5,6,500,40,0,4,44,4,79,no,yes
310,female,36,160.8,59.7,6500,SEK_II,other,1,7,9,550,14,1,8,81,5,61,no,yes
311,female,63,162.4,63.7,7e3,apprenticeship,catholic,2,8,8,1330,0,3,3,116,2,86,no,yes
312,male,32,177,87.3,4900,SEK_III,evangelical-reformed,2,7,5,600,57,0,5,114,3,42,no,yes
313,female,43,175.7,59.8,7700,apprenticeship,catholic,2,6,9,740,29,1,6,92,3,17,no,yes
314,male,46,175.6,85,6600,SEK_III,muslim,2,6,4,540,51,7,4,90,4,87,no,yes
315,female,44,168.8,NA,4900,SEK_II,confessionless,2,5,3,480,29,0,9,102,5,82,no,no
316,female,23,160.7,74.8,4600,SEK_II,confessionless,1,5,5,280,31,0,2,95,9,48,no,no
317,male,41,186.5,92.8,6200,obligatory_school,evangelical-reformed,4,7,4,810,45,6,5,81,2,31,no,yes
318,female,45,169.4,55.5,NA,SEK_II,NA,2,6,5,NA,35,3,4,125,5,53,no,no
319,male,32,191.7,79.7,4100,SEK_III,catholic,1,6,5,400,37,0,4,84,5,52,no,yes
320,female,61,174.4,61.1,13500,SEK_III,catholic,3,8,6,1620,20,0,7,65,6,84,no,no
321,male,41,163.7,97.4,NA,SEK_III,NA,2,7,4,NA,23,0,2,98,1,43,no,yes
322,female,31,175.3,62.9,NA,SEK_III,confessionless,1,7,3,NA,47,7,1,85,6,18,no,yes
323,female,32,142.2,61.7,7100,SEK_III,evangelical-reformed,2,7,5,630,0,0,9,61,8,51,no,yes
324,female,49,174.3,50.3,8700,apprenticeship,evangelical-reformed,1,8,6,1110,0,0,3,62,9,60,no,no
325,female,27,149.1,67.5,4300,apprenticeship,NA,5,6,5,420,22,5,6,98,7,47,no,no
326,male,63,184,91.7,11900,apprenticeship,catholic,3,7,4,1350,0,0,4,127,3,60,no,no
327,male,30,176.2,77.7,3800,SEK_III,catholic,2,5,5,-340,60,0,4,57,2,54,no,yes
328,male,31,179.6,102.4,4e3,SEK_III,evangelical-reformed,2,6,2,910,0,0,5,93,3,46,no,yes
329,female,26,164,53.9,6700,apprenticeship,NA,3,6,4,820,31,0,4,102,4,79,no,yes
330,male,54,171.5,71.9,NA,apprenticeship,NA,1,6,4,NA,50,4,4,80,3,35,no,no
331,female,69,171.8,NA,11600,obligatory_school,catholic,1,7,3,1480,20,0,4,84,5,91,no,yes
332,male,25,166.6,83.8,5e3,SEK_III,other,0,6,4,830,17,4,1,94,3,69,no,yes
333,male,35,185.4,100.2,5600,apprenticeship,NA,3,7,7,460,32,3,6,81,4,41,no,yes
334,female,31,166.8,76.7,5200,SEK_III,evangelical-reformed,2,9,2,990,0,5,5,102,7,35,no,yes
335,male,35,179.6,66.4,5500,SEK_III,catholic,2,9,6,740,33,4,5,74,3,1,no,yes
336,male,49,180.6,54.8,8500,SEK_III,catholic,2,6,3,700,63,3,3,90,4,32,no,no
337,male,67,178.9,64.7,NA,apprenticeship,catholic,1,7,4,NA,39,0,0,93,1,41,no,yes
338,male,30,183.4,78.5,5600,apprenticeship,catholic,4,6,4,990,0,3,5,64,3,59,no,no
339,female,34,172.9,62.6,6700,SEK_II,evangelical-reformed,0,8,5,960,9,0,0,69,6,62,no,no
340,female,66,169.8,58.5,10400,apprenticeship,catholic,1,8,6,1370,27,0,2,84,6,94,no,yes
341,female,26,167.1,67.9,5400,apprenticeship,other,2,7,5,780,29,0,7,78,2,46,no,yes
342,female,46,157.8,53.6,8600,apprenticeship,NA,2,7,4,1030,29,7,0,64,3,71,no,no
343,male,57,174.8,NA,9600,SEK_III,confessionless,1,7,5,810,39,5,2,74,4,53,no,yes
344,male,31,168.6,87.9,4800,SEK_III,muslim,3,7,4,180,62,0,9,96,3,60,no,yes
345,male,52,193.2,84.4,8900,apprenticeship,evangelical-reformed,1,7,6,850,44,0,2,107,2,54,no,no
346,male,21,171.7,61.5,5800,apprenticeship,other,0,10,7,80,80,7,4,72,7,69,no,yes
347,male,26,182.6,89.1,6400,obligatory_school,confessionless,1,7,6,790,0,0,3,93,4,60,no,yes
348,male,26,164.6,102.6,3400,SEK_III,other,2,6,5,580,27,0,7,113,1,31,no,yes
349,female,47,177.8,54,NA,SEK_III,catholic,2,6,8,NA,25,7,4,77,1,51,no,yes
350,male,74,178.6,73,13200,apprenticeship,evangelical-reformed,2,6,4,1680,0,5,9,73,7,9,no,no
351,female,35,163,66.9,7e3,apprenticeship,evangelical-reformed,2,9,8,440,42,0,7,115,10,29,no,yes
352,female,53,163.2,70.1,NA,apprenticeship,muslim,1,6,3,NA,16,0,4,96,4,18,no,yes
353,female,38,149,69.2,7400,SEK_III,confessionless,2,8,5,730,41,2,5,76,3,9,no,yes
354,female,71,157.7,70.4,12900,SEK_III,confessionless,2,7,7,1710,18,0,1,116,5,49,no,yes
355,female,30,162.2,NA,4900,apprenticeship,evangelical-reformed,1,10,4,510,40,6,0,59,8,82,no,yes
356,male,20,176.4,88.1,3700,apprenticeship,catholic,2,8,2,520,20,3,1,109,2,89,no,no
357,female,31,167.6,65.7,6300,SEK_II,other,2,6,5,570,30,0,0,78,7,69,no,yes
358,male,31,200.9,99.3,7e3,apprenticeship,confessionless,2,9,3,1050,29,0,7,91,7,52,no,no
359,female,95,170.8,71.6,NA,obligatory_school,catholic,0,7,5,NA,32,1,9,137,6,45,no,yes
360,male,32,181,71.6,6600,apprenticeship,catholic,3,7,8,1060,0,0,10,105,2,46,no,yes
361,female,56,158.4,59.2,8500,SEK_III,NA,1,7,7,670,48,0,1,62,1,0,no,no
362,male,36,180.1,87,5600,apprenticeship,evangelical-reformed,2,7,6,430,53,0,4,103,3,58,no,yes
363,female,26,160.2,71.2,4e3,obligatory_school,catholic,1,7,4,550,32,0,3,85,7,34,no,yes
364,male,60,174.6,NA,10500,apprenticeship,catholic,5,5,6,530,71,3,3,41,0,39,no,yes
365,female,22,178.4,49.5,3900,obligatory_school,confessionless,0,7,3,470,25,5,6,84,5,75,no,no
366,female,75,156.6,67.4,11500,apprenticeship,catholic,1,7,6,1270,0,7,4,96,8,11,no,no
367,male,48,178.8,69.3,8200,SEK_III,evangelical-reformed,2,7,7,1110,31,4,2,68,4,71,no,yes
368,female,19,176.4,56.7,3700,SEK_III,confessionless,1,7,6,410,37,0,3,62,8,55,no,no
369,female,38,150,69.7,5900,SEK_II,evangelical-reformed,3,5,8,570,34,7,9,95,3,43,no,yes
370,female,44,154.6,65,NA,SEK_III,other,2,5,7,NA,29,0,5,41,7,47,no,no
371,female,63,162.4,NA,10700,apprenticeship,NA,2,6,6,1740,0,0,6,134,6,22,no,no
372,male,38,194.6,NA,5100,apprenticeship,confessionless,2,5,2,720,21,0,9,63,3,91,no,yes
373,female,51,192.3,NA,7200,SEK_III,NA,1,7,2,1020,21,6,5,116,5,60,no,yes
374,male,73,164.1,55,NA,SEK_III,NA,2,7,7,NA,23,0,5,70,1,49,no,no
375,male,65,176.5,59.8,NA,apprenticeship,catholic,3,9,4,NA,56,0,5,62,3,69,no,yes
376,female,35,168.6,83.5,NA,SEK_II,confessionless,2,7,2,NA,26,2,2,104,5,51,no,yes
377,female,45,166.2,56.3,6500,apprenticeship,evangelical-reformed,1,8,4,1110,20,0,2,101,8,51,no,yes
378,male,20,160.9,77.9,3200,apprenticeship,evangelical-reformed,3,7,7,-240,52,5,3,72,2,15,no,no
379,male,91,157.1,84.6,14e3,SEK_III,confessionless,4,7,5,1530,69,0,6,55,3,69,no,yes
380,male,39,161,99.9,7100,SEK_III,other,1,7,5,670,18,6,3,83,2,74,no,yes
381,male,54,178.4,102.4,NA,apprenticeship,confessionless,2,6,6,NA,54,6,4,120,1,83,no,yes
382,female,41,180.1,58,5100,obligatory_school,NA,1,7,1,1060,0,0,2,107,8,22,no,yes
383,male,68,186,91.8,13700,apprenticeship,NA,1,7,3,1660,23,0,6,71,1,55,no,yes
384,male,31,182.4,102.3,5e3,apprenticeship,confessionless,2,7,3,100,46,0,4,96,4,57,no,yes
385,female,42,196.2,NA,7200,SEK_III,catholic,1,7,6,1210,7,0,6,113,2,67,no,no
386,female,51,165.4,53.5,9e3,obligatory_school,confessionless,3,8,9,1420,12,3,7,86,1,56,no,yes
387,male,71,184,69.6,10900,apprenticeship,other,3,5,4,1010,24,0,2,101,1,56,no,yes
388,female,49,164.3,59.5,8100,apprenticeship,catholic,2,8,6,880,32,0,1,64,7,55,no,yes
389,male,26,171.5,84,3400,SEK_III,catholic,0,6,6,-190,52,2,2,75,2,54,no,no
390,male,49,186.1,73.8,9100,SEK_III,evangelical-reformed,3,9,5,1230,29,0,3,73,4,34,no,no
391,female,80,172.6,70.1,13100,obligatory_school,evangelical-reformed,1,7,6,1720,23,6,1,110,6,103,no,yes
392,male,56,175.4,84,10100,apprenticeship,evangelical-reformed,3,6,7,740,37,0,0,73,1,74,no,yes
393,male,37,193.2,62.9,5700,SEK_III,NA,2,6,2,890,41,3,3,86,7,83,no,no
394,male,46,183.7,92.1,7900,SEK_II,confessionless,2,7,6,640,43,0,4,73,1,65,no,no
395,female,49,171.9,64.8,6800,apprenticeship,catholic,1,6,7,560,3,1,3,71,3,65,no,no
396,male,35,182.5,70.8,7100,apprenticeship,NA,0,7,4,840,14,0,6,131,4,20,no,yes
397,male,61,170.8,79.6,9700,apprenticeship,confessionless,3,6,6,1100,38,7,3,94,4,53,no,yes
398,female,37,156.4,56.9,4900,obligatory_school,NA,0,7,3,660,7,0,8,130,3,60,no,yes
399,female,39,175.3,72.7,NA,SEK_III,confessionless,3,8,5,NA,26,0,8,81,5,73,no,no
400,female,70,146.1,60.4,10700,SEK_III,catholic,2,7,7,1380,0,0,4,120,5,58,no,no
401,female,46,168.5,61.4,6e3,apprenticeship,catholic,2,6,7,650,29,0,4,87,7,56,no,yes
402,male,32,190.6,NA,NA,SEK_II,NA,1,9,4,NA,45,5,6,95,3,69,no,yes
403,female,65,176.9,NA,10600,apprenticeship,catholic,3,8,3,1370,21,0,8,61,6,71,no,no
404,female,33,160.8,59.3,4900,obligatory_school,catholic,3,7,3,590,24,0,6,54,2,38,no,no
405,male,31,200.6,NA,6400,apprenticeship,other,3,7,4,470,42,0,5,96,2,86,no,no
406,male,31,171.6,81.4,6300,SEK_II,catholic,1,5,7,950,0,0,7,74,1,54,no,yes
407,female,31,166.4,63.5,NA,SEK_III,confessionless,2,7,3,NA,23,5,4,82,8,86,no,yes
408,female,56,169.7,71.4,6e3,SEK_III,catholic,2,8,5,370,49,0,5,118,3,34,no,no
409,female,31,169.1,66.9,5500,SEK_II,confessionless,2,7,7,760,26,0,7,94,2,85,no,yes
410,female,65,160.1,71.8,11400,apprenticeship,confessionless,1,7,7,990,40,7,3,61,5,78,no,yes
411,male,42,173.5,92.8,5400,apprenticeship,catholic,1,5,2,520,18,8,3,50,3,84,no,no
412,female,61,162.8,65.9,12300,SEK_III,other,2,7,8,940,29,0,4,101,5,70,no,no
413,male,34,174.6,89.1,NA,apprenticeship,confessionless,2,7,2,NA,28,0,6,109,3,97,no,yes
414,male,63,181.5,103.4,NA,apprenticeship,NA,1,7,6,NA,28,0,1,71,3,50,no,yes
415,male,31,174,96.9,NA,SEK_III,other,2,7,7,NA,54,0,3,72,2,15,no,yes
416,male,45,190.5,80.8,6500,apprenticeship,other,2,7,7,980,36,8,6,89,5,41,no,no
417,male,28,177.5,53.4,3e3,apprenticeship,NA,2,5,2,170,49,0,2,110,3,37,no,no
418,female,61,158,63.2,10500,SEK_III,NA,2,7,7,920,20,0,7,90,6,39,no,yes
419,female,43,176.2,NA,6700,apprenticeship,NA,2,5,3,640,44,0,6,110,5,48,no,no
420,female,81,176.6,55.8,13500,SEK_III,muslim,3,5,3,1250,32,0,4,112,5,62,no,no
421,male,45,180.6,79.6,7100,apprenticeship,NA,2,7,4,700,15,3,8,93,1,73,no,yes
422,female,68,155.7,70.2,11300,SEK_III,evangelical-reformed,0,6,8,900,27,0,4,82,7,104,no,yes
423,female,34,155.5,57.9,5500,SEK_III,catholic,2,8,6,790,21,0,2,118,4,61,no,yes
424,male,87,191.3,NA,16200,apprenticeship,NA,1,7,5,1190,46,5,2,106,1,26,no,no
425,male,57,176,NA,9300,SEK_III,confessionless,1,8,3,1670,0,3,4,86,5,61,no,no
426,male,61,195.1,97.4,9300,SEK_III,confessionless,0,7,4,1630,18,6,1,104,4,79,no,no
427,female,53,166.8,NA,9200,SEK_III,NA,1,7,3,1080,0,0,5,95,5,51,no,yes
428,male,83,172.5,84.2,14500,SEK_III,catholic,1,7,7,1060,53,0,5,83,2,40,no,no
429,female,72,168.6,62.3,10600,apprenticeship,other,1,8,8,1300,6,0,3,69,5,49,no,yes
430,female,43,176.8,66.8,NA,obligatory_school,other,2,9,7,NA,27,0,4,105,3,69,no,no
431,female,44,179.9,49.2,5700,SEK_III,confessionless,3,8,3,580,31,0,3,57,6,60,no,yes
432,male,21,177.7,87.7,4100,SEK_II,catholic,2,6,1,430,11,0,4,120,4,55,no,yes
433,male,54,196.1,101.8,8100,obligatory_school,confessionless,1,7,5,820,39,0,2,72,4,49,no,yes
434,female,56,181,61.4,9300,apprenticeship,evangelical-reformed,0,7,4,810,26,0,2,97,2,51,no,yes
435,female,63,150.4,61.6,NA,SEK_III,evangelical-reformed,4,7,6,NA,9,7,3,88,5,37,no,no
436,female,31,158.6,69.7,6800,apprenticeship,catholic,1,5,4,720,20,0,2,123,3,55,no,yes
437,male,34,187.2,NA,5600,SEK_II,confessionless,1,7,5,300,46,0,3,72,3,76,no,yes
438,female,39,155,64.1,9400,apprenticeship,NA,2,5,7,840,26,8,5,88,5,57,no,yes
439,female,62,177.1,63,9700,SEK_III,NA,3,7,8,850,36,0,6,103,5,60,no,yes
440,female,51,150.4,64.8,NA,apprenticeship,evangelical-reformed,2,7,5,NA,32,5,8,101,3,64,no,yes
441,female,31,169.4,52.2,4300,apprenticeship,confessionless,2,8,2,780,23,3,5,125,6,76,no,yes
442,male,55,177.1,81.3,8900,apprenticeship,muslim,1,7,6,670,25,0,4,67,3,58,no,yes
443,male,31,179.5,86.6,7100,SEK_III,NA,0,7,4,1540,0,1,9,81,4,10,no,yes
444,female,69,159.5,57.5,11400,SEK_III,catholic,3,7,6,1e3,36,6,5,77,5,84,no,yes
445,male,58,180.7,72.8,9100,SEK_III,catholic,2,7,4,1190,37,6,4,120,6,56,no,yes
446,male,49,166.8,76.3,NA,apprenticeship,NA,2,7,5,NA,56,0,4,51,2,38,no,yes
447,male,50,188.8,80.4,NA,SEK_II,catholic,3,7,7,NA,36,0,6,64,2,73,yes,yes
448,female,50,176.3,59,11100,apprenticeship,catholic,0,7,3,1290,10,0,0,50,4,49,no,no
449,male,59,149.1,80.4,NA,SEK_III,confessionless,0,8,6,NA,30,2,6,59,4,53,no,yes
450,male,45,162.7,85.5,9500,apprenticeship,catholic,2,7,4,1060,32,7,1,102,4,46,yes,yes
451,male,42,181.7,99,7300,SEK_II,muslim,1,7,6,440,56,0,7,92,2,36,no,yes
452,female,36,143.6,70.8,7100,SEK_III,catholic,2,5,6,840,28,0,5,110,6,69,no,no
453,male,84,188.5,88.3,12700,SEK_III,confessionless,4,8,3,1590,0,0,1,151,3,69,no,no
454,male,77,174.9,NA,13e3,SEK_III,confessionless,2,6,4,1410,35,2,1,111,4,76,no,no
455,male,40,158.9,88.2,7500,apprenticeship,catholic,3,5,4,700,57,0,9,92,3,59,no,yes
456,male,55,167.4,76.3,9700,SEK_III,catholic,2,7,5,630,34,3,8,114,2,43,no,yes
457,female,49,189,52.5,7600,SEK_III,confessionless,2,6,5,900,27,2,1,89,2,74,no,yes
458,female,25,159.9,67,5700,SEK_III,evangelical-reformed,3,8,6,650,38,0,2,100,1,44,no,no
459,male,41,185.8,93.1,5600,SEK_III,confessionless,2,6,7,-170,66,0,4,70,2,59,no,no
460,female,26,161.7,90.6,5100,SEK_II,NA,2,10,5,860,43,4,6,97,9,20,no,no
461,female,40,161,60.4,6900,SEK_III,catholic,0,8,6,890,26,0,6,55,3,67,no,no
462,male,36,200.6,74,5e3,obligatory_school,other,4,5,2,390,45,3,0,64,3,67,no,yes
463,female,44,163.9,54.9,7900,SEK_III,catholic,1,6,5,930,23,2,4,150,4,66,no,yes
464,female,57,154.9,42.2,9200,SEK_II,NA,3,7,7,1200,19,9,7,49,3,61,no,no
465,female,63,149.8,79.5,11200,apprenticeship,confessionless,2,7,6,1280,49,0,3,91,2,75,no,yes
466,female,40,172.7,65.3,6900,apprenticeship,confessionless,2,7,5,610,25,2,4,75,3,29,no,yes
467,female,31,164.4,NA,5600,apprenticeship,catholic,1,6,5,450,39,1,9,45,5,72,no,yes
468,female,31,160.3,58.3,NA,obligatory_school,catholic,2,7,3,NA,16,4,6,91,6,21,no,yes
469,male,39,171,98,8200,obligatory_school,evangelical-reformed,1,7,5,870,34,0,1,97,1,73,no,no
470,female,31,148.2,65.2,5100,SEK_III,confessionless,2,7,3,680,18,0,7,93,8,87,no,yes
471,male,68,192.3,92.5,12200,SEK_III,confessionless,3,8,7,830,60,0,9,85,1,95,no,yes
472,male,44,166.3,67.1,8400,apprenticeship,NA,3,7,7,1050,32,0,3,75,4,49,no,yes
473,male,37,175.5,77.1,5200,apprenticeship,catholic,4,8,3,1280,0,5,7,62,4,85,no,no
474,female,31,162.4,NA,6e3,SEK_III,catholic,3,7,7,490,16,0,6,108,6,62,no,no
475,female,47,162.8,70.6,8700,SEK_III,catholic,0,6,6,780,37,0,3,131,4,78,no,no
476,male,32,178.4,77.8,5400,SEK_III,evangelical-reformed,1,7,6,30,68,0,4,67,2,50,no,yes
477,female,52,176.6,56.1,7700,apprenticeship,confessionless,2,7,5,370,29,1,4,98,4,73,no,no
478,female,39,170,69.9,4900,apprenticeship,evangelical-reformed,1,6,1,420,41,2,6,97,3,49,no,no
479,female,37,172.8,80.5,6200,apprenticeship,catholic,0,8,3,820,0,4,3,100,9,40,no,no
480,female,71,171.1,58.4,12700,SEK_III,confessionless,1,6,6,1400,25,0,0,117,5,41,no,no
481,female,44,150.3,59.4,8100,apprenticeship,other,1,7,7,490,29,0,4,75,2,105,no,yes
482,male,31,167.2,88.9,4700,obligatory_school,muslim,2,7,6,1270,0,10,1,86,3,53,no,no
483,male,33,172.7,85,6400,SEK_III,catholic,2,7,5,430,69,0,6,89,4,40,no,no
484,male,40,173,NA,8400,SEK_III,confessionless,1,7,2,1280,26,7,5,115,3,91,no,no
485,male,43,172.4,90.8,NA,SEK_III,muslim,2,7,5,NA,24,0,4,120,3,67,no,yes
486,male,70,191.5,79.2,10800,SEK_III,evangelical-reformed,2,7,3,1140,38,3,5,98,2,46,no,no
487,female,34,158.9,NA,4900,SEK_III,confessionless,2,6,5,520,34,3,2,76,5,82,no,yes
488,male,36,179.8,NA,4500,apprenticeship,NA,2,10,5,1050,41,2,6,90,5,10,no,yes
489,male,83,185.9,91.8,14300,SEK_II,catholic,2,7,7,1930,17,3,8,59,2,59,no,yes
490,male,88,160.2,76.1,15300,SEK_II,catholic,1,6,5,1730,0,1,3,75,7,9,no,yes
491,male,18,185,84.6,2500,apprenticeship,confessionless,2,8,4,90,47,0,4,49,2,68,no,yes
492,male,44,170.2,68.3,NA,SEK_III,evangelical-reformed,3,7,7,NA,35,0,7,79,3,84,no,no
493,male,37,167.3,77.1,7100,obligatory_school,confessionless,4,7,5,210,48,0,3,90,4,58,no,no
494,female,66,167.2,60.3,11200,obligatory_school,catholic,0,6,4,930,36,7,3,119,3,47,no,yes
495,female,21,170.9,64.8,3700,SEK_III,confessionless,3,7,3,770,23,4,2,95,8,80,no,yes
496,male,36,164.7,82.5,6500,SEK_III,NA,2,7,5,710,49,9,6,108,2,48,no,yes
497,female,83,154.5,53,15e3,SEK_III,catholic,4,7,7,1610,22,0,7,106,8,80,no,yes
498,male,31,191.3,NA,7800,apprenticeship,evangelical-reformed,5,7,3,260,48,3,4,91,4,9,no,yes
499,female,50,164.4,NA,7600,SEK_III,NA,1,8,3,740,22,0,10,87,7,74,no,yes
500,female,68,170.7,69.1,9600,SEK_II,evangelical-reformed,0,7,5,1200,19,0,2,119,7,61,no,yes
501,male,55,175.7,73,NA,SEK_III,catholic,1,7,4,NA,43,0,4,107,4,106,no,yes
502,female,22,165.8,50.7,3400,SEK_III,evangelical-reformed,2,8,8,820,25,0,5,92,3,74,no,yes
503,male,31,170.1,56.3,5500,SEK_III,confessionless,2,6,1,290,40,0,7,71,3,62,no,yes
504,male,19,191.5,74.6,NA,SEK_III,evangelical-reformed,2,6,7,NA,13,0,5,116,5,77,no,no
505,female,28,157.8,64.7,4700,SEK_III,catholic,0,9,3,850,23,4,2,53,4,56,no,yes
506,male,74,177.6,95.4,14e3,apprenticeship,catholic,2,7,3,1350,33,0,4,57,0,85,no,yes
507,female,23,168.6,70.6,NA,SEK_III,catholic,2,6,2,NA,12,0,4,77,6,58,no,no
508,female,44,161.8,68.3,7100,SEK_III,confessionless,1,8,9,600,42,0,5,116,3,48,no,yes
509,female,34,162.6,59.9,6300,obligatory_school,catholic,2,7,7,520,37,0,4,81,6,72,no,yes
510,male,31,169.7,76,4700,SEK_II,NA,1,7,3,770,0,0,6,85,3,34,no,yes
511,female,52,171.1,55.8,8800,SEK_III,catholic,1,7,3,540,47,0,0,65,4,36,yes,yes
512,male,36,181.3,74.9,NA,SEK_II,evangelical-reformed,2,6,3,NA,49,6,5,80,3,84,no,yes
513,male,39,162.9,98.7,7100,SEK_III,muslim,2,7,7,700,38,0,3,84,5,77,no,yes
514,female,21,175,62.5,3e3,SEK_III,NA,2,6,2,450,32,0,4,80,2,85,no,yes
515,male,36,173.3,107.8,4900,apprenticeship,catholic,1,8,5,480,40,0,4,51,4,42,no,no
516,male,54,185.6,69.6,9200,SEK_III,catholic,0,7,4,840,27,0,5,86,3,66,no,no
517,male,44,180.1,78.2,NA,SEK_III,catholic,2,7,8,NA,0,5,4,66,1,78,no,yes
518,male,53,177.5,81.3,9500,SEK_III,catholic,1,6,8,1220,0,0,4,105,2,60,no,yes
519,male,38,179.5,92.7,5700,SEK_III,confessionless,1,7,3,950,33,8,3,136,3,43,no,no
520,female,67,167.6,NA,9200,SEK_III,catholic,2,7,7,1260,0,4,5,85,10,45,no,yes
521,female,25,164.1,52,4200,apprenticeship,catholic,2,6,7,700,7,4,3,91,3,101,no,yes
522,male,43,190.1,NA,7100,SEK_III,confessionless,1,7,8,890,23,0,4,126,4,58,no,no
523,female,45,178.9,48.9,9100,SEK_III,NA,3,7,6,1150,0,0,0,90,8,60,no,no
524,female,36,172,65.7,7400,SEK_III,catholic,0,7,6,890,15,0,3,96,1,63,no,no
