ViolentCrimesPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
112.63,15517,2.96,3.18,94.41,2.22,0.9,12.35,19.86,9.61,8.8,11246,72.48,61692,84.12,0.65,60.45,20.58,2.32,12.44,66415,24141,24256,23336,18643,21376,15094,605,3.91,2.02,6.31,51.19,4.59,71.32,13.45,33.76,3.72,47.79,3.94,24.12,6.26,5.14,3.26,90.69,89.8,93.51,88.16,55.77,69.42,25,0.24,1342,15.65,16.99,22.8,33.01,1.35,1.47,1.97,2.85,90.33,0.93,3.27,2.8,2.95,3.07,2.08,91.35,0.57,17.92,3,107,98,87.74,1.87,31.78,1963,0.15,0,169300,214800,282200,112900,213,551,743,530,634,24.5,22.4,14.1,0,0,8.65,68.2,65,82.75,92.7,24.1,642.6,10.34,0
251.32,20489,3.06,6.33,87.83,4.01,4.42,12.87,24.68,11.73,11.57,20489,100,51198,87.14,0.7,56.78,25.67,2.51,16.85,54162,18046,18320,18140,28089,13554,15750,567,2.79,7.28,19.05,18.65,4.53,68.59,20.33,19.32,11.37,26.71,4.84,28.97,7.19,6.04,3.31,85.9,82.41,96.64,89.13,65.59,69.89,137,0.94,2186,7.64,11.8,22.92,31.15,0.82,1.26,2.45,3.32,86.18,1.44,5.62,4.79,3.03,3.06,2.77,91.6,1.42,15.98,3,118,98.27,90.81,3.39,47.46,1957,0.52,0.19,139800,162900,187700,47900,520,680,866,346,734,26.7,23.8,14.5,0,0,10.67,67.15,71.8,85.5,94.41,8.7,2365.9,2.88,0
333.19,14439,2.79,5.9,92.95,0.83,0.7,29.6,44.36,35.05,14.21,0,0,16961,67.14,1.75,39.51,36.72,6.03,19.56,26207,9771,10021,7463,215,3598,4110,2150,19.63,13.01,24.76,27.11,6.93,52.04,12.65,40.37,12.27,29.33,6.19,48.16,9.99,8.25,2.75,71.04,71.23,77.69,72.1,63.96,74.66,182,2.18,279,40.14,51.61,51.61,51.61,0.78,1,1,1,96.23,0.38,1.18,0.73,2.11,2.23,1.96,60.03,1.04,50.27,2,367,93.38,56.96,1.09,28.88,1965,5.27,0.34,39400,56600,79600,40200,148,206,260,112,265,27.1,18.5,14.1,0,0,1.93,58.09,38.18,58.82,79.47,7.7,1886,0.37,0
720.05,25894,2.47,3.29,95.37,0.53,1.52,13.56,24.34,12.11,15.82,0,0,22783,72.28,2.41,42.77,33.69,7.79,14.32,28388,11639,11758,6070,7076,20082,7870,3170,12.83,8.9,21.71,16.05,5.39,58.13,17.23,25.88,16.57,24.16,9.81,26.49,11.74,10.87,2.97,70.86,70.04,78.72,72.07,67.12,75.68,517,2.3,318,2.2,2.2,2.2,10.38,0.03,0.03,0.03,0.13,96.2,0.39,3.22,2.09,2.35,2.54,2.01,69.92,0.97,48.3,3,710,93.67,64.73,5.35,38.17,1951,4.09,0.76,26100,38500,57100,31000,165,228,293,128,301,24.8,17.3,12.6,14,0,1.23,80.61,55.29,83.13,92.4,14.9,1737.3,0.72,0
114.21,26751,2.7,1.09,80.63,4.31,2.8,12.55,24.66,10.53,4.73,0,0,47924,89.62,1.27,89.04,11.86,6.53,16.53,54088,19920,21937,14034,10530,12850,12586,1468,5.59,3.3,10.14,30.71,4.75,75,2.35,22.2,7.53,37.66,12.93,30.24,15.89,14.4,3.18,74.38,72.27,78.87,77.36,68.89,79.22,477,2.74,1298,10.25,19.8,29.2,37.6,0.5,0.96,1.42,1.82,92.63,0.8,5.69,3.89,2.66,2.83,2.42,61.98,5.34,50.39,2,736,93.08,58.21,1.77,38.32,1975,4.85,2.49,88300,113500,144600,56300,448,587,736,288,653,23.9,20.3,11.6,12,0,4.85,34.5,41.77,72.14,82.02,2686.9,10,5.09,0
444.17,14599,2.58,1,87.99,1.75,11.71,13.45,24.65,11.3,13.25,0,0,24402,68.96,0.83,36.32,30.76,17.56,17.08,29387,11533,12197,6753,6654,11687,5263,1880,13.3,7.54,23.71,13.94,7.2,56.08,16.75,27.55,19.04,23.86,13.78,27.15,20.15,17.19,3.04,62.26,58.85,68.69,67.63,51.87,65.59,276,2.48,934,29.23,45.61,52.78,57.49,1.87,2.92,3.38,3.68,88.38,3.11,6.1,4.08,2.48,2.5,2.46,50.81,6.73,59.66,2,163,97.2,50.34,2.45,23.31,1967,5.83,0.07,86900,113300,144700,57800,304,416,513,209,496,29.2,23.1,11.7,105,6,6.4,64.85,37.79,74.21,92.31,4.9,2977,0.31,0
1185.33,28227,2.52,8.08,88.65,1.41,2.8,15.96,33.02,18.56,11.59,28227,100,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,17118,10426,11969,10783,9853,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,1473,20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,8.2,3432.9,2.08,7.69
58.37,18548,2.93,3.37,93.69,2.75,0.46,13.47,21.37,10.2,9.66,18548,100,54005,85.49,0.59,62.84,23.65,0.89,15.98,58426,22514,22325,20352,3815,33388,11889,459,2.48,3.26,11.44,38.03,2.32,67.82,21.64,24.39,5.86,41.65,4.49,23.37,6.49,5.53,3.26,90.43,90.46,97.18,91.39,47.61,63.55,59,0.46,1043,1.44,3.07,6.14,9.3,0.08,0.17,0.35,0.52,90.65,0.77,3.72,3.11,2.92,3.07,2.03,90.14,0.32,16.48,3,260,96.06,85.79,0,26.15,1972,0.39,0,107900,141500,183700,75800,484,550,596,112,610,22.9,20.7,13,0,0,5.62,67.75,57.81,80.47,88.02,21.2,877,0.66,0
15.14,25355,2.71,1.34,96.16,0.99,4.03,13.05,27.09,12.85,11.67,0,0,38180,81.58,0.53,41.65,24.97,5.96,15.44,45276,15980,16186,14978,14250,11158,8797,1119,4.45,10.52,23.28,23.37,6.78,65.29,27.16,22.68,15.88,27.79,7.57,30.86,10.25,8.98,3.16,77.77,76.4,87.91,82.35,60.19,71.12,405,2.33,2467,17.43,24.2,26.23,28.37,1.7,2.35,2.55,2.76,84.35,3.65,4.07,3.01,2.68,2.93,2.26,68.01,1.35,44.59,3,457,95.35,62.09,1.31,24.51,1962,1.52,0.14,137000,162000,190300,53300,338,493,630,292,553,25,23,15.1,23,0,9.72,68.28,59.71,77.73,89.66,15.1,1676.4,0.97,0
261.47,30897,2.88,3,83.04,7.18,18.37,14.75,25.22,12.82,11.14,30897,100,46587,79.85,0.74,45.58,25.8,4.92,16.71,53431,18622,19413,15505,13318,17107,14102,1335,4.42,4.66,15.42,27.15,3.94,65.75,16.49,26.17,9.97,34.51,7.58,27.61,10.89,9.32,3.25,82.64,79.22,90.65,81.33,64.7,71.9,304,1.4,3660,6.94,12.92,20.9,30.05,0.82,1.53,2.48,3.56,80.98,2.32,6.37,4.88,2.82,2.89,2.62,76.75,5,41.33,3,373,96.64,74.99,2.95,24.4,1973,0.79,0.2,193500,255400,332200,138700,482,614,723,241,675,27.5,26.5,12.4,0,0,11.85,53.69,50.17,87.22,93.99,8.1,3827.7,1.75,0
1607.89,26326,2.18,12.86,83.17,1.7,11.94,9.5,27.81,12.36,11.58,26326,100,27708,80.8,0.66,36.19,22.98,4.59,11.62,32611,15273,16645,8824,8089,9078,9319,2685,10.36,7.27,21.69,17.46,4.61,69.27,11.48,16.11,10.5,21.62,17.01,38.23,19.08,18.04,2.8,63.04,59.9,70.87,56.28,67.88,74.23,962,6.27,4372,20.29,34.58,45.17,55.63,3.37,5.74,7.5,9.24,79.46,4.61,3.61,1.88,2.14,2.16,2.13,49.64,6.27,78.2,2,1778,87.19,49.29,2.08,23.96,1971,5.69,0.32,71400,89200,113000,41600,410,471,546,136,541,27.7,22.8,13,0,0,16.61,22.18,37.35,71.74,77.38,6.6,3993.6,2.92,0
536.08,80352,2.69,6.39,89.78,0.56,5.89,14.34,27.95,13.49,11.95,80375,100,27770,76.04,0.28,45.85,30.2,9.97,20.42,32883,12284,12919,6039,12518,15147,5847,9923,12.73,9.18,26.84,12.18,7.8,59.77,27.65,22.83,18.77,19.77,10.4,31.4,13.36,11.97,3.15,68.34,65.57,76.39,74.75,62.61,70.24,2626,4.12,4030,9.35,14.19,18.51,22.11,0.47,0.71,0.93,1.11,89.51,1.5,5.38,3.79,2.61,2.78,2.32,66.18,3.16,49.94,3,1278,95.9,61.99,2.74,28.48,1954,4.39,0.3,47100,58700,73000,25900,262,338,415,153,400,25.4,19.4,13,61,0,5.01,65.34,53.32,83,87.28,22.3,3599.2,1.99,5
832.32,25276,2.96,3.76,66.81,1.56,62.37,18.78,34.78,19.75,8.98,0,0,22053,75.37,1.65,27.66,24.22,12.75,15.37,26370,9338,11177,5539,7459,9560,6310,6602,27.26,20.21,35.79,20.38,10.29,53.22,10.24,30.39,12.66,27.22,7.62,37,11.54,9.63,3.42,72.88,67.14,78.69,77.49,48.76,56.15,571,2.81,1326,18.02,25.41,31.75,39.22,0.95,1.33,1.67,2.06,45.86,6.64,8.63,6.19,2.85,2.98,2.66,59.67,9.87,52.72,2,1571,84.45,56.92,6.56,58.82,1963,14.06,1.4,27300,40800,59400,32100,185,277,351,166,343,27.6,17.7,13,0,0,5.25,78.54,51.3,76.67,91.9,13.2,1919.5,0.07,0
462.84,19025,2.88,5.82,84.31,4.03,14.51,12.69,26.18,12.71,14.07,19025,100,40268,78.35,0.33,42.52,32.75,5.42,21.49,44515,15024,16038,8252,500,13567,10399,1586,8.35,13,30.57,9.26,6.58,60.61,23.16,14.21,21.06,18.4,6.78,32.57,8.72,7.78,3.29,75.42,68.91,81.33,77.72,45.69,61.24,573,3.95,2495,16.83,21.4,29.22,37.84,2.21,2.81,3.83,4.96,72.29,5.21,6.57,5.14,2.87,2.95,2.69,72.64,4.29,40.48,3,210,96.92,70.82,6.19,51.9,1955,2.61,0.4,126600,148500,169200,42600,325,530,630,305,587,25.2,23.3,14.9,0,0,13.11,67.56,65.87,82.28,93.1,4.5,4209.8,3.92,0
81.34,12084,3.07,0.59,98.3,0.7,0.78,15.66,25.59,12.4,7.7,12084,100,46875,86.75,0.81,52.68,19.37,2.73,14.72,50665,17523,17583,14172,5354,0,12604,337,2.83,3.39,12.2,21.82,3.1,69.48,12.68,19.47,7.51,30.66,4.96,22.37,8.87,7,3.25,86.67,85.53,92.92,89.1,51.45,70.28,52,0.62,185,18.92,43.24,47.03,47.03,0.29,0.66,0.72,0.72,96.75,0.18,3.59,3.17,3.03,3.04,2.93,84.76,0.74,11.3,3,245,94.15,84.24,0,19.59,1978,0.43,0.36,82900,96500,120200,37300,433,491,586,153,616,26.6,21.6,12.8,0,0,1.53,51.27,54.29,72.28,83.26,9.5,1277.9,0,0
234.34,12208,2.77,1.14,94.86,0.7,8.56,13.29,25.34,13.25,16.32,0,0,34450,77.06,1.43,45.64,34.44,4.31,18.34,40877,15640,15833,8499,44830,58449,7777,730,6.16,18.92,34.16,14.86,4.66,60.62,13.07,19.16,14.58,21.55,7.72,29.01,9.33,8.59,3.15,77.62,74.27,89.32,76.34,65.24,69.99,218,2.47,702,2.71,4.99,8.97,8.97,0.16,0.29,0.52,0.52,82.88,3.16,4.37,3.31,2.69,2.78,2.47,74,2.61,41.34,3,198,95.7,71.66,4.55,54.04,1959,2.09,0.17,81500,105200,143800,62300,347,428,516,169,505,26.8,22.5,15,0,0,5.75,66.7,69.3,87.95,95.67,42.7,285.6,2,0
374.05,22922,2.25,8.23,90,1.33,0.83,15.4,33.17,17.69,12.46,22922,100,30516,80.74,0.6,49.69,23.09,2.61,13.47,42598,17582,18316,11132,15965,7671,17572,1414,6.66,2.64,9.38,42.02,3.15,63.2,7.99,32.92,4.85,43.79,9.29,35.85,14.36,12.13,2.81,73.75,74.3,91.92,81.16,66.59,74.28,231,1.87,754,19.36,35.15,46.42,48.14,0.64,1.16,1.53,1.58,94.63,0.8,1.71,0.94,2.08,2.33,1.8,59.17,0.77,55.76,2,538,94.99,52.83,0.37,28.81,1960,1.23,0.41,72800,89100,112900,40100,296,345,397,101,418,22.4,16.4,12.2,0,0,3.29,66.17,42.54,78.73,87.43,7.6,3001.8,0.66,0
384.08,27910,3.05,7.1,85.31,1.01,14.3,15.23,27.41,11.98,4.85,27896,100,41733,90.09,1.12,35.05,14.4,4.01,9.89,45144,14349,15061,9986,13138,12042,9352,2442,8.82,6.53,18.36,14.35,5.22,69.45,23.8,19.78,15.41,23.18,11.24,22.3,13.14,12.2,3.38,81.51,77.88,90.89,80.78,57.55,64.02,310,1.62,1219,8.12,13.04,17.8,26.58,0.35,0.57,0.78,1.16,87.34,1.33,6.39,5.19,3.03,3.09,2.9,72.26,6.38,30.72,3,822,91.75,70.98,2.92,48.42,1975,4.82,0.58,46100,56600,69400,23300,288,358,451,163,465,22.4,18.9,13,0,0,4.37,62.3,47.39,85.28,92.27,20,1397.2,0.05,0
284.21,34986,2.74,3.23,93.11,3.02,4.01,11.54,26.87,12.24,11.6,34986,100,46057,82.54,0.5,49.01,26.26,3.02,19.82,52367,18297,18400,17649,5855,15742,16890,1076,3.1,8.88,21.69,17,4.04,67.73,20.04,17.57,15.43,24.85,6.32,29.82,8.41,7.41,3.16,83.75,80.93,92.44,83.19,54.96,65.67,386,1.61,2802,7.78,13.13,21.7,28.09,0.62,1.05,1.74,2.25,85.27,1.19,3.76,2.91,2.72,2.92,2.23,76.48,1.22,44.28,3,598,95.52,71.32,2.68,20.23,1964,0.52,0,132400,156800,190700,58300,496,580,667,171,658,22.8,22.3,14.2,0,0,8.01,66.34,63.34,80.85,89.88,16.7,2092.8,8.87,0
845.63,170045,2.66,33.57,62.58,2.33,2.77,13.82,31.25,14.76,8.59,170045,100,27469,82.66,0.3,32.82,19.97,7.74,17.48,31180,12711,15351,8154,11662,8806,9523,23169,14.04,6.89,20.66,18.44,5.93,65.93,20.19,21.72,13.07,26.41,10.56,29.87,14.95,12.83,3.08,68.16,64.41,76.03,69.14,58.43,66.56,7374,6.41,6932,12.97,21.49,31.06,39.27,0.53,0.88,1.27,1.6,93.02,0.79,3.94,2.83,2.59,2.69,2.49,51.93,3.58,47.5,3,5776,91.72,50.03,3.83,33.24,1969,7.26,0.31,68000,85200,103800,35800,282,368,454,172,439,26.2,22.7,13,96,39,4.08,46.43,41.39,62.84,75.27,70.8,2401.8,2.9,7.98
72.71,24309,2.55,0.48,98.46,0.67,0.54,13.27,25.93,12.62,13.12,23649,97.28,27493,75.79,0.87,41.91,28.72,8.12,13.17,32735,13511,13604,12309,6737,7291,15217,2583,10.91,10.24,23.27,19.08,6.69,61.75,22.48,26.65,16.71,25.48,10.27,28.79,13.11,11.77,3.01,71.75,71.04,75,74.09,64.31,72.69,567,3.01,696,18.82,18.82,25,26.44,0.54,0.54,0.72,0.76,81.97,1.1,3.15,2.19,2.47,2.72,2.14,62.77,1.26,51.52,2,859,91.75,56.97,1.75,42.49,1943,5.28,0.64,68200,87300,113500,45300,249,351,448,199,396,25.9,21.8,14,0,0,2.86,76.51,52.59,82.31,91.16,61.9,392.5,0.58,0
166.71,76060,2.59,2.42,95.08,1.77,2.01,11.26,24.23,11.85,16.87,76060,100,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,16165,11458,7652,11421,8496,4715,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,8.3,31.6,10.94,9.69,3.02,78.22,75.87,86.2,77.97,55.3,66.56,1114,2.08,5586,4.87,9.38,15.04,22.11,0.36,0.69,1.1,1.62,86.28,1.92,3.3,2.31,2.46,2.71,1.97,73.09,1.04,46.14,3,1167,96.18,66.36,0.94,32.56,1955,1.68,0.37,105800,129700,161000,55200,335,461,562,227,534,27.1,22.4,14.6,84,0,7.34,76.62,63,88.23,93.89,29.6,2569.9,2.62,0
292,13647,2.82,6.75,92.48,0.3,1.12,15.49,29.54,13.38,6.82,0,0,31155,85.35,0.17,26.71,17.28,6.55,12.81,34797,11864,12345,5524,10464,8165,15218,1471,10.96,9.55,29.64,11.21,5.03,68.77,27.05,12.87,20.4,17.77,11.07,24.94,15.74,13.51,3.15,71.82,68.5,77.76,74.16,62.55,73.54,381,3.73,119,0,0,7.56,7.56,0,0,0.07,0.07,98.21,0.07,3.78,2.96,2.78,2.87,2.67,57.62,2.73,39.72,3,476,91.04,55.85,1.47,30.04,1977,7.96,0.6,59000,71600,90200,31200,277,359,422,145,450,23.9,20.8,11.7,0,0,0.87,59.59,36.34,67.76,83.77,19.1,716.2,0.11,0
609.46,14096,2.39,17.37,81.92,0.16,1.04,13.41,25.72,12.61,16.01,14096,100,18519,68.8,1.14,30.35,31.76,8.79,15.75,23957,11520,13019,4426,11755,13188,5496,2873,21.01,11.58,28.76,16.82,7.44,52.27,13.68,25.19,12.75,25.21,13.11,25.36,16.2,14.84,2.96,61.9,56.59,66.01,57.11,67.83,64.88,604,5.03,138,39.86,39.86,39.86,44.93,0.39,0.39,0.39,0.44,97.49,0.13,4.15,2.73,2.34,2.32,2.35,55.81,4,57.64,2,689,89.53,56.07,1.74,47.46,1959,7.5,0.67,29500,45700,67100,37600,177,240,308,131,335,27.7,17.3,13.7,0,0,0.98,76.45,52.37,86.39,93.11,7.4,1896.7,0,0
889.17,70580,2.63,41.64,57.3,0.53,1.15,15.19,27.58,14.01,12.09,70580,100,21225,71.91,0.54,29.48,28.33,11.65,15.68,26204,11475,15087,6372,8388,10343,16320,16172,23.57,15.01,30.58,18.36,10.56,52.17,15.94,29.02,13.74,26.01,11.35,31.55,14.96,13.29,3.17,62.74,57.01,62.98,63.56,57.06,61.62,3619,5.87,634,14.83,17.03,25.08,36.12,0.13,0.15,0.23,0.32,88.49,0.98,6.25,4.32,2.57,2.67,2.44,60.55,4.64,46.17,3,3029,89.85,58.4,6.17,51.17,1961,6.39,0.63,36300,52200,75100,38800,148,254,340,192,339,27.3,18.5,13.1,15,6,0.9,80.8,55.31,87.04,93.12,33.2,2123.3,0.93,6.98
190.01,22814,2.94,2.72,93.82,1.69,6.08,15.77,25.37,11.34,5.03,22851,100,50492,89.48,1.49,53.18,13.55,1.82,12.6,55248,20409,20671,16936,10021,20990,15611,667,2.94,2.01,7.43,34.87,3.72,73.04,19.71,25.06,6.28,41.18,7.37,23.14,11.13,9.3,3.26,84.67,83.56,94.1,88.01,61.09,67.99,78,0.52,971,6.39,12.67,20.91,24,0.27,0.54,0.89,1.02,92.64,0.88,4.46,3.67,2.93,3.06,2.52,78.85,1.84,16.83,3,292,96.37,75.4,1.03,35.62,1976,0,0.16,63100,82700,114300,51200,386,477,589,203,607,24.7,20.1,12.3,0,0,4.25,54.63,50.32,69.13,90.54,21.5,1061.7,0.85,0
2089.32,15520,3.33,2.07,56.77,4.87,67.37,15.81,29.07,14.59,11.06,15520,100,33313,79.94,0.17,20.68,31.93,17.31,18.86,37010,11196,12391,10292,10700,13775,9629,1636,10.57,14.36,40.94,7.06,8.61,58.33,28.17,16.49,23.17,14.86,9.2,33.5,14.65,12.04,3.75,71.46,60.6,78.27,65.92,56.07,61.59,795,5.43,3726,16.94,24.69,28.82,42.94,4.07,5.93,6.92,10.31,47.83,10.35,16.63,13.29,3.33,3.45,3.11,67.13,18.9,53.56,2,161,96.66,64.86,0.62,14.29,1958,2.75,0.33,144900,170400,191000,46100,405,578,695,290,629,28.7,23,11.2,0,0,24.01,56.76,59.32,90.86,94.16,9,1728.3,2.65,0
203.33,25265,2.7,2.97,96.08,0.64,0.52,14.71,26.32,12.85,9.27,21897,86.67,34670,82.44,0.95,42.03,22.84,5.43,18.91,39841,14134,14369,7993,11645,3054,13921,1847,7.4,5.74,20.22,13.87,3.68,68.31,13.52,21.47,15.94,23.35,9.16,23.98,13.21,11.29,3.08,77.27,74.22,87.97,76.93,65.07,74.51,381,1.96,279,9.32,15.41,25.09,27.96,0.1,0.17,0.28,0.31,97.38,0.34,3.23,2.5,2.67,2.79,2.38,73.58,1.36,35.22,3,383,96.07,70.34,2.09,27.68,1968,2.74,0.38,63100,77400,96400,33300,303,368,430,127,445,24.1,20.4,12.3,0,0,1.1,78.41,50.71,87.03,93.54,38.2,661.4,1.69,0
286.67,15550,2.48,2.58,97.02,0.25,0.36,15.34,26.25,13.02,15.18,0,0,21989,69.77,0.79,37.58,37.41,9.25,20.22,27941,10868,10716,10524,16333,43364,6042,2151,14.23,16.78,38.44,8.11,10.84,52.77,37.56,18.29,29.77,17.49,13.48,25.14,15.97,14.82,2.98,67.13,63.97,78,71.51,61.94,73.72,227,1.6,131,3.05,3.05,8.4,8.4,0.03,0.03,0.07,0.07,98.04,0.31,3.56,2.44,2.42,2.48,2.32,64.27,2.07,56.01,2,413,93.82,62.71,4.6,48.91,1948,12.92,0.79,28000,37000,50300,22300,175,229,277,102,304,23.1,14.9,12.8,6,0,0.84,75.13,56.01,86.51,94.18,7.7,2014.2,0.67,0
867.49,40674,2.86,9.59,73.08,3.67,23,13.21,27.91,12.4,10.76,40706,99.87,28698,76.06,0.3,30.3,26.99,11.75,20.34,31796,11474,12219,10522,9202,10296,8090,5947,14.82,8.42,25.02,10.5,9.95,53.26,11.16,17.45,15.6,20.13,10.68,25.48,14.97,12.88,3.27,72.99,68.82,81.88,71.79,45.69,53.44,1203,3.75,4628,18.99,29.19,35.98,46.43,2.16,3.32,4.09,5.28,80.14,3.9,8.02,5.99,2.83,2.83,2.82,60.79,8.58,47.58,3,1386,91.13,60.76,2.09,23.81,1983,4.54,0.2,82800,102800,125000,42200,367,443,537,170,508,29.8,26.2,12.1,20,104,11.35,47.75,28.85,56.09,84.71,43.3,938.5,0.18,0
1889.44,10588,2.3,17.94,80.92,0.73,0.6,12.43,28.32,14.53,14.16,10588,100,23038,77.78,0.32,35.87,29.74,6.08,16.25,29191,11899,13037,6623,0,15840,11110,1549,14.65,10.97,28.8,15.67,4.18,65.24,9.96,19.45,12.7,22.15,12.81,30.62,15.86,14.45,2.85,63.92,58.75,72.66,60.98,64.25,75.2,292,3.52,120,14.17,24.17,29.17,29.17,0.16,0.27,0.33,0.33,97.26,0.16,2.85,1.84,2.3,2.31,2.27,57.1,2.63,56.13,2,492,90.35,56.63,1.22,28.46,1959,7.31,0.37,43900,58600,73800,29900,241,297,340,99,381,25.6,17.3,12.1,0,0,1.13,72.22,52.58,72.78,91.59,5,2102.5,1.24,0
258.16,11739,2.82,0.94,97.5,0.74,0.79,14.27,29.74,13.76,7.71,0,0,37783,83.51,1.8,46.18,21.53,4.82,11.2,42062,15018,15056,3581,39821,3186,15101,578,5.08,8.37,18.38,12,4.65,71.72,26.93,18.24,19.8,21.71,8.05,30.43,10.08,9.1,3.2,80.14,80.64,88.58,86.74,74.2,81.34,307,3.19,62,0,0,0,41.94,0,0,0,0.22,96.98,0.49,4.02,2.98,2.74,3,2.12,77.37,2.11,39.06,3,177,95.92,70.67,0.56,33.9,1972,1.03,0.48,73100,86200,98600,25500,354,445,498,144,487,23.7,22.4,12.1,0,0,0.53,79.72,52.94,75.59,93.54,27.4,428.6,0.59,0
1787.2,395934,2.49,31.78,65.61,1.82,1.41,13.02,28.82,13.38,8.89,396003,100,31873,84.82,0.51,37.52,19.77,5.19,10.93,38553,16793,20639,9286,10462,12525,14363,42312,10.83,6.02,19.02,28.35,4.16,70.05,14.3,20.58,13.19,28.73,11.21,33.07,15.05,13.26,3.05,67.14,62.84,77.44,68.57,64.88,72.7,18018,6.75,15119,20.9,31.52,43.48,51.66,0.8,1.2,1.66,1.97,93.7,1.09,4.26,2.8,2.45,2.62,2.25,58.65,3.33,48.98,3,11439,93.29,54.98,3.16,25.91,1970,4.28,0.4,59600,81300,121300,61700,277,377,467,190,462,24.3,20.1,12.6,534,104,3.82,54.84,45.81,75.14,81.25,180.5,2193.2,4.44,6.88
312.39,14133,2.62,1.7,94.42,2.97,1.97,11.89,25.45,11.3,11.06,11133,78.65,44044,84.53,0.41,53.51,22.44,2.42,14.38,54566,20922,21114,21172,22425,17543,14901,466,3.45,3.83,9.35,39.65,4.41,68.35,23.74,23.35,8.06,41.25,8.06,31.76,9.98,9.05,3.1,86.37,84.23,94.43,83.52,58.86,73.2,97,0.99,1050,9.52,27.24,39.9,48,0.71,2.02,2.96,3.57,89.54,1.52,3.46,2.32,2.5,2.84,1.95,70.33,1.19,46.59,3,375,93.5,61.96,0.27,27.2,1968,0.28,0.19,159400,197600,249600,90200,526,692,862,336,734,26,22.7,14.1,0,0,7.42,63.56,54.04,73.89,87.31,21.3,664.7,0.76,0
118.6,12038,2.47,1.43,97.65,0.65,0.43,11.26,27.27,12.93,12.86,12038,100,29647,82.23,0.1,46.72,27.29,5.04,19.13,36053,13984,14055,12567,8908,9771,24553,717,6.04,10.78,27.44,14.56,4.9,64.03,27.05,18.24,17.98,23.74,11.37,29.71,13.32,12.39,3.04,76.07,74.43,82.78,78.64,60.39,67.58,146,1.5,121,23.97,38.84,54.55,59.5,0.24,0.39,0.55,0.6,97.4,0.18,3.72,2.48,2.42,2.74,1.92,68.61,1.97,54.8,2,236,95.39,60.52,0.42,29.24,1956,2.77,0.31,53700,67200,83600,29900,266,323,388,122,361,21.1,18.1,11.6,0,0,1.01,73.36,60.91,89.92,94.54,3,3978.2,1.23,0
1329.57,10322,2.45,26.53,72.89,0.15,0.78,12.24,25.16,12.5,17.39,10322,100,18049,69.31,0.54,21.03,38.51,11.2,13.65,22957,9559,10704,6456,0,4565,8937,2008,19.85,26.95,52.39,9.22,6.47,54.86,32.15,13.37,28.46,14.66,10.32,29.84,14.46,12.65,2.99,58.64,53.15,65.6,60.71,63.57,65.8,528,5.79,53,22.64,33.96,43.4,43.4,0.12,0.17,0.22,0.22,97.43,0.54,4.51,3.02,2.4,2.37,2.45,55.34,4.25,62.46,2,295,93.45,56.17,2.03,34.24,1958,15.46,0.16,29700,42800,62700,33000,141,212,279,138,309,27.2,19.8,14.7,0,0,0.51,79.61,56.9,77.81,92.14,5.2,2003.5,0,0
