murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
yes,45309,2.49,4.41,91.02,1.26,2.12,12.63,25.64,11.86,13.94,0,0,22746,73.3,2,38.39,30.24,6.43,16.07,28090,11812,12182,6686,8599,10062,8498,6214,14.31,8.47,24.18,17.76,6.61,57.86,7.87,26.55,12.9,22.85,9.99,24.01,13.03,11.6,2.95,75.69,71.79,81.62,73.84,60.47,66.45,439,1.22,733,12.01,18.55,24.15,33.97,0.19,0.3,0.39,0.55,96.5,0.32,3.38,2.33,2.4,2.39,2.41,65.41,2.27,48.33,3,3465,84.02,65.63,4.42,63.46,1961,7.11,0.72,20900,38400,59700,38800,181,243,329,148,340,24,19.6,12.2,20,1,1.62,63.58,47.69,77.45,86.97,74.8,605.7,0.25,0
yes,54732,2.61,24.88,74,0.7,0.54,14.29,26.84,13.31,13.02,54732,100,25910,76,0.69,29.87,30.46,9.19,15.2,31205,12684,14373,7696,13449,13007,9628,7622,14.19,17,37.58,15.98,5.3,61.87,35.21,17.11,25.65,21.9,11.66,28.02,14.8,13.37,3.06,64.24,57.42,66.6,67.46,63.13,70.86,2716,5.9,586,10.92,19.11,38.57,47.95,0.12,0.2,0.41,0.51,97.1,0.4,4.48,3.24,2.56,2.61,2.48,59.56,3.46,50.11,2,1213,94.54,58.23,3.05,32.81,1964,5.99,0.23,40300,60200,88400,48100,177,272,367,190,378,24,19.2,13,79,12,1.07,73.95,54.77,86.02,91.7,31.5,1739.3,0.87,0
no,25067,3.22,0.79,88.23,10.48,3.65,12.24,22.82,11.81,14.88,25101,100,58995,85.83,0.58,64.87,29.97,0.97,18.52,62513,22202,22487,12219,3000,20770,19034,733,3.04,6.13,14.6,31.19,3.68,61.02,16.08,23.9,7.28,34.61,3.52,29.67,5.49,4.56,3.31,89.93,87.61,96.88,89.84,33.73,53.26,145,0.77,4609,12.95,24.11,30.61,34.91,2.38,4.43,5.63,6.42,77.42,2.75,5.78,5.03,3.07,3.07,3.04,91.16,1.32,14.06,3,116,98.53,91.08,0,11.21,1957,0.26,0.08,206000,246200,305200,99200,674,958,1001,327,1001,23.9,21.5,13.4,19,0,18.36,44.33,72.67,87.43,90.41,10.9,2308.3,5.73,0
yes,33497,2.66,58.37,41.41,0.07,0.23,14.37,25.8,12.78,15.76,33202,99.12,16331,66.27,0.63,17.99,39.28,12.96,18.39,21013,8433,11798,6045,4754,7367,6250,9790,29.7,16.97,42.18,7.21,10.58,46.83,16.37,22.2,20.98,15.41,12.75,31.98,15.78,14.46,3.23,52.44,43.42,58.75,51.46,63.11,65.74,3597,10.7,87,5.75,5.75,5.75,18.39,0.01,0.01,0.01,0.05,96.36,0.09,7.53,5.31,2.62,2.67,2.56,60.05,5.06,49.96,3,1199,91.3,59.07,5.67,44.29,1958,7.18,1,28600,40500,58000,29400,109,164,253,144,270,28.1,21.9,14.4,5,21,0.26,89.5,63.59,93.94,96.23,40.1,835.5,2.25,0
yes,60738,3.11,0.64,26.75,57.46,31.33,13.89,28.54,14.13,12.85,60738,100,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,15751,14779,13697,13110,11188,9900,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8,3.49,74.34,68.82,82.73,78.04,54.93,57.29,1309,2.78,31477,19.88,29.76,41.75,56.35,10.3,15.42,21.64,29.2,26.97,22.32,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,793,96.09,54.93,1.39,16.39,1962,1.5,1,177900,238800,304200,126300,492,606,702,210,661,31.8,23.3,11.7,0,0,51.82,35.79,50.94,79.75,82.46,7.9,7676.7,4.88,5.71
no,10725,2.43,0.93,98.35,0.34,0.78,12.77,26.66,13.38,14.7,0,0,28428,74.22,0.65,44.91,33.37,7.7,18.51,34695,14253,14347,19059,5867,2884,8227,1032,9.95,7.69,20.35,21.69,6.87,61.22,19.26,29.02,14.23,27.84,11.4,32.44,15.06,13.39,2.99,68.62,67.53,73.51,65.82,62.09,72.89,214,2.41,220,0,5.91,5.91,5.91,0,0.12,0.12,0.12,94.88,0.41,2.89,1.77,2.35,2.62,2.07,56.39,0.97,51.54,2,304,93.56,50.51,0.99,47.37,1958,2.65,0.57,65800,84800,113900,48100,312,386,455,143,456,26.2,20.1,12.1,0,0,2.05,81.21,48.62,75.68,92.55,4.8,2250.7,0.64,0
yes,10066,2.96,30.76,66.29,0.74,4.7,26.03,37.39,25.72,10.88,0,0,20078,67,0.83,32.17,33.23,17.71,16.94,26087,9005,9680,7999,9743,1025,6773,2143,25.36,12.88,29.49,16.82,12.35,49.77,22.1,44.15,20.51,22.87,8.7,45.26,12.46,10.75,3.08,53.45,50.16,70.72,61.05,55.2,66.56,616,8.1,215,13.02,13.02,13.02,13.02,0.28,0.28,0.28,0.28,93.12,0.79,4.75,3.3,2.5,2.58,2.39,59.58,3.06,41.68,3,257,92.97,57.75,9.73,45.91,1946,11.94,0.38,22500,31700,43700,21200,154,235,296,142,290,28.9,14.5,13.7,0,0,2.14,67.22,51.67,74.01,91.41,4.4,2310.8,0.27,0
yes,12180,2.67,39.3,56.88,0.33,6.73,15.43,29.15,14.79,11.36,12180,100,18956,66.46,0.24,18.92,31.31,22.12,19.94,22283,9781,10099,9687,5045,3171,7229,3245,26.86,15.78,43.45,3.27,15.73,45.17,30.94,16.45,29.41,10.14,16.13,37.8,18.47,17.37,3.27,49.18,44.42,53.01,48.79,44.97,50.52,1003,9.27,269,3.72,5.95,9.67,9.67,0.08,0.13,0.21,0.21,92.93,0.71,8.4,5.73,2.66,2.71,2.58,59.52,5.4,50.91,2,429,91.42,58.36,13.05,50.35,1949,11.18,0.26,17900,25500,34900,17000,209,271,330,121,358,34.6,16.6,15.4,0,0,2.21,69.21,59.01,93.62,95.9,2.8,4356.2,2.94,0
no,12711,2.7,7.88,91.09,0.32,1.01,17.14,29.09,16.32,14.17,0,0,21496,74.1,3.46,36.82,33.79,6.93,16.38,25975,10659,11058,6134,20809,2700,7193,1535,13.58,17.13,33.6,15.18,5.42,56.92,19.69,36.39,18.29,19.11,10.51,35.54,13.87,12.27,3,68.69,64.59,67.71,75.76,76.44,78.24,287,3.08,43,11.63,25.58,25.58,39.53,0.04,0.09,0.09,0.13,97.45,0.06,4.16,2.78,2.4,2.45,2.31,67,1.8,49.44,3,450,91.28,65.66,1.33,35.11,1965,7.75,0.15,30000,42300,59500,29500,152,214,277,125,326,23.4,20,12.6,0,0,0.34,77.45,50.79,79.49,91.74,9.9,1279.8,0.11,0
no,12035,2.53,17.63,81.33,0.42,1.09,13.88,25.71,13.49,15.16,0,0,25384,74.85,0.42,34.75,32.22,9.73,13.5,31778,14086,15684,6879,404,13099,12220,1745,14.89,19.62,39.17,14.2,5.73,60.56,32.1,18.99,24.03,23.42,11.83,25.71,14.14,13.09,3.02,68.13,62.89,71.28,63.83,71.98,76.62,413,3.99,117,14.53,14.53,27.35,34.19,0.14,0.14,0.27,0.33,96.56,0.64,3.53,2.44,2.45,2.57,2.29,60.22,2.9,45.56,3,409,92.09,57.5,0.73,34.96,1968,10.71,0.56,48300,69500,97400,49100,173,285,375,202,373,25.8,19.9,12.2,5,0,0.97,76.98,49.33,81.56,91.7,24.6,488.7,0.24,0
yes,22762,3.65,2.35,24.26,21.54,62.45,16.97,30.39,15.04,9.67,0,0,21054,80.13,1.24,17.57,27.35,18.65,10.93,21787,7491,11418,5192,6320,7544,5975,5346,23.66,42.9,58.07,7.6,23.83,48.85,5.56,17.87,11.4,14.15,6.45,32.71,10.05,8.26,3.96,70.47,61.53,68.64,76.11,58.93,66.59,1139,5.28,9075,15.48,24.19,37.29,49.85,6.17,9.64,14.87,19.88,31.76,24.15,21.46,17.77,3.64,3.65,3.63,53.51,33.13,56.91,2,246,96.2,53.38,2.03,24.8,1965,8.68,1.79,53600,65400,79600,26000,221,305,374,153,374,26.5,22.8,11.6,0,0,39.87,45.9,51.54,80.87,90.85,8.8,2572.6,0.35,0
yes,148134,2.76,3.01,84.98,2.13,15.47,15.88,29.88,14.54,7.1,148134,100,31665,84.2,0.4,36.59,18.21,5.13,13.69,37086,13524,14276,11750,9566,11909,8107,16756,11.46,6.74,17.42,17.7,5.99,67.95,14.03,21.59,12.24,25.51,11,29.23,15.37,13.25,3.22,73.25,70.04,77.67,75.01,61.15,70.78,3180,2.97,8878,17.27,26.02,35.35,44.33,1.03,1.56,2.12,2.66,85.56,2.47,6.23,4.5,2.73,2.89,2.48,65.58,6.15,48.69,3,7549,87.67,62.1,0.29,24.8,1979,5.96,0.28,66900,84900,105800,38900,307,370,456,149,439,28.3,23.2,12.2,7,44,5.99,33.04,39.78,77.1,79.31,54.1,2738.2,1.6,10.33
yes,55076,2.78,7.94,76.92,0.41,37.85,15.02,27.08,12.76,10.34,55000,100,25576,78.09,1.95,35.35,25.11,8.51,12.58,30757,12332,14020,7328,7853,12904,6751,10227,18.88,15.17,29.31,15.79,6.83,60.19,14.15,23.39,13.38,23.27,10.08,25.84,13.76,12.03,3.28,73.92,68.49,83.88,73.54,58.93,64.34,1147,2.58,1776,9.52,13.46,21.34,40.03,0.31,0.43,0.69,1.29,70.92,3.86,6.81,5.02,2.75,2.83,2.64,59.81,7.56,47.59,3,2025,90.71,58.18,4.69,46.96,1969,10.44,0.57,36600,54400,75100,38500,208,278,360,152,354,24.7,20,12.9,7,3,3.23,82.38,50.88,83.32,94.95,31.2,1765,0.1,0
no,14903,2.27,0.89,97.86,0.9,1.02,8.56,19.67,8.06,24.63,14903,100,33098,63.57,0.3,62.95,47.63,2.5,29.97,41855,16920,16872,20311,9283,20527,7883,653,4.42,7.82,22.85,17.18,4.24,52.93,15.55,26.86,9.23,28.66,6.68,26.16,9.18,8.08,2.89,80.65,81.14,95.7,77.35,63.01,69.15,88,0.67,1244,1.69,2.33,2.33,2.33,0.14,0.19,0.19,0.19,89.18,0.98,3.01,1.93,2.25,2.38,1.67,85.58,1.03,42.56,3,172,97.45,80.63,0,26.74,1954,0.18,0.07,51800,66300,83400,31600,409,508,584,175,576,24.9,18.6,14.4,0,0,8.35,77.8,65.69,86.5,96.86,2.7,5560.8,1.75,0
yes,44757,2.67,1.18,89.13,8.05,2.76,24.96,43.59,31.11,8.17,0,0,23212,81.08,1.49,54.07,19.14,3.83,13.39,34287,11921,12486,5112,7848,7760,6191,8076,20.97,2.4,7.93,49.01,5.52,54.97,12.76,43.43,7.92,37.53,6,51.79,10.49,8.21,2.92,76.78,76.44,85.25,76.16,53.54,67,282,1.26,4552,44.38,57.12,67.07,72.03,4.51,5.81,6.82,7.33,88.43,1.68,3.03,1.88,2.3,2.58,2.09,48.46,3.43,54.08,2,564,96.74,43.22,2.66,12.41,1967,2.45,0.6,56000,71000,94000,38000,268,334,410,142,385,31.1,20.8,12.2,11,3,10.17,37.61,29.99,50.09,74.88,13.4,3343.1,1.56,0
no,13647,2.82,6.75,92.48,0.3,1.12,15.49,29.54,13.38,6.82,0,0,31155,85.35,0.17,26.71,17.28,6.55,12.81,34797,11864,12345,5524,10464,8165,15218,1471,10.96,9.55,29.64,11.21,5.03,68.77,27.05,12.87,20.4,17.77,11.07,24.94,15.74,13.51,3.15,71.82,68.5,77.76,74.16,62.55,73.54,381,3.73,119,0,0,7.56,7.56,0,0,0.07,0.07,98.21,0.07,3.78,2.96,2.78,2.87,2.67,57.62,2.73,39.72,3,476,91.04,55.85,1.47,30.04,1977,7.96,0.6,59000,71600,90200,31200,277,359,422,145,450,23.9,20.8,11.7,0,0,0.87,59.59,36.34,67.76,83.77,19.1,716.2,0.11,0
no,12236,2.53,6.45,91.2,1.77,1.19,11.41,23.47,10.65,11.92,12236,100,44495,85.75,0.41,66.87,22.26,1.75,14.62,49697,18319,18318,19844,9665,15717,9104,554,4.54,6.98,13.33,30.66,1.79,71.01,23.73,24.37,11.81,36.81,7.17,28.3,9.15,8.2,2.99,87.05,83.03,94.95,84.88,65.57,76.74,45,0.52,561,10.34,12.48,21.57,26.02,0.47,0.57,0.99,1.19,92.7,0.75,3.26,2.32,2.47,2.75,1.71,81.54,0.74,37.59,3,232,95.42,73.27,0,8.19,1966,0,0.34,68600,82000,96700,28100,455,511,613,158,564,22.6,20,13.4,0,0,4.58,76.99,62.4,87.72,94.52,4.6,2682.6,1.73,0
no,20314,2.67,38.03,56.42,2.63,11.44,12.02,26.19,12.49,13.53,20314,100,40431,79.64,0.7,45.69,29.84,5.99,17.65,46615,16966,18547,14909,14507,18164,12254,1074,5.31,7.33,22.6,19.69,7.62,64.1,20.05,20.4,16.92,24.41,8.97,34.85,12.15,10.66,3.28,72.35,64.69,86.53,76.36,67.77,72.83,739,5.07,2914,7.82,14.76,26.08,34.63,1.12,2.12,3.74,4.97,79.67,3.5,8.11,5.58,2.67,2.99,2.14,69.57,4.88,46.83,3,294,96.28,62.04,1.02,30.95,1950,2.58,0.63,117300,139700,163100,45800,385,501,598,213,546,24.2,25.1,18.5,0,0,14.34,58.73,62.88,83.65,91.87,2.7,7422.5,9.49,0
no,22591,2.74,1.6,92.56,3.47,11.16,13.15,29.36,14.25,7.36,22591,100,45764,89.31,0.37,54.28,17.6,2.04,10.63,50943,20045,20433,16656,11583,16528,9556,728,3.26,6.32,13.89,27.63,2.81,76.13,21.35,15.31,11.19,27.05,7.16,33.69,11.67,9.4,3.15,81.5,79.78,95.6,73.4,59.11,70.64,212,1.5,2980,26.28,37.15,47.45,61.64,3.47,4.9,6.26,8.13,83.22,6.27,5.45,4.1,2.7,2.72,2.67,71.61,4.7,48.32,3,347,95.96,71.25,0,11.82,1966,0.91,0.07,107400,127300,163700,56300,555,614,677,122,676,22.3,19.4,11.9,1,0,13.19,64.52,53.62,81.41,87.58,5.5,4137.5,4.45,0
yes,84985,2.38,1.09,91.68,6.56,1.41,10.95,29.11,13.72,14.92,84985,100,35858,76.87,0.35,43.35,30.09,6.92,19.09,44184,17436,17979,12497,12129,11140,10966,5707,6.82,5.52,17.25,23.22,6.92,64.77,10.31,26.19,9.2,29.66,7.99,39.75,9.76,8.95,3.07,73.73,72.84,86.87,77.93,57.34,66.62,1266,2.15,9525,17.52,25.86,36.98,42.34,1.96,2.9,4.14,4.75,87.51,3.01,5.58,3.32,2.34,2.73,1.97,56.83,2.23,63.03,2,2054,94.56,48.78,1.41,39.34,1944,1.24,0.29,132700,161100,189200,56500,412,599,713,301,657,26.4,21.1,14.2,61,4,11.21,75.95,58.14,77.32,91.14,17.4,4887.1,18.15,0
yes,67460,2.25,5.03,72.73,14.72,16.04,8.87,29.23,11.77,8.73,67460,100,42431,87.02,0.45,52.82,16.05,4.05,11.34,48960,22436,24658,17150,16815,18790,12091,4157,6.22,6.41,13.37,40.75,3.17,75.75,32.45,22.37,7.68,41.18,12.62,40.45,17.16,14.85,2.93,72.73,70.62,86.26,72.37,65.28,71.9,961,2.56,15539,27.99,38.3,50.1,60.95,6.45,8.82,11.54,14.04,72.62,7.18,5.63,2.97,2.23,2.26,2.21,38.26,8.6,70.35,2,1497,95.25,37.75,0.8,9.89,1966,1.05,0.19,270600,347000,439700,169100,593,715,897,304,760,26,25.1,11.7,112,5,23.03,36.79,35.18,60.58,78.07,12.5,5410.7,4.19,0
yes,37649,3.01,7.85,70.52,5.42,26.83,12.41,27.18,11.59,7.86,37649,100,31702,79.69,0.97,35.24,20.36,11.15,17.83,35321,13384,14655,17088,9983,10533,8647,5275,15.07,8.98,21.56,14.22,7.34,58.67,16.04,18.09,12.66,21.47,13.2,31.24,16.55,14.78,3.28,69.23,65.94,75.68,69.62,54.79,64.36,1288,4.9,5057,23.12,30.93,37.83,50.07,3.1,4.15,5.08,6.73,77.2,6.6,8.45,6.13,2.81,2.75,2.88,50.72,10.88,50.63,2,757,94.29,51.86,0.26,17.17,1969,4.54,0.35,122500,144600,172100,49600,377,463,579,202,514,28.7,24.3,11.6,21,119,13.43,46.28,35.92,74,84.82,11.6,3233.3,0.41,0
no,25725,2.94,4.72,93.76,1.2,1.01,13.21,23.55,12.96,15.63,25725,100,53130,76.92,0.75,59.94,36.59,3.99,23.5,61964,22444,22773,16773,35195,18457,14304,758,3.04,2.43,7.96,43.13,4.52,61.75,7.91,36.93,4.43,47.21,3.44,34.99,6.03,4.85,3.32,86.06,86.33,95.74,90.82,67.5,73.99,161,0.85,1929,6.43,9.9,14.77,17.42,0.48,0.74,1.11,1.31,92.25,0.48,6.61,5.07,2.85,2.98,2.25,86.19,0.48,21.22,3,254,97.18,82.51,1.18,35.83,1939,0.11,0.2,179000,219600,284300,105300,372,612,825,453,763,26.8,22.7,13.3,0,0,7.5,78.53,69.44,81.09,94.86,13.5,1904.3,10.43,0
yes,12060,2.55,7.75,82.35,2.4,12.1,15.45,31.84,15.3,7.19,12060,100,27483,85.27,0.53,24.45,16.01,4.36,8.21,33019,13031,13659,10882,11508,13613,8187,1010,8.56,9.5,22.83,13.96,5.16,70.31,10.56,18.16,12.52,20.85,15.78,28.14,19.66,17.81,3.12,68.66,65.85,84.05,59.56,59.22,70.22,124,1.48,769,16.78,25.49,34.2,64.37,1.07,1.63,2.18,4.1,88.03,4.06,5.03,3.27,2.5,2.84,2.3,41.21,6.21,63.21,2,522,90.08,36.22,1.72,39.46,1979,4.5,0,49500,62400,79400,29900,288,346,398,110,418,23.1,18.5,13.8,0,1,6.38,59.83,32.52,75.22,89.45,10.2,1180,1.11,0
yes,25062,3.27,0.31,59.28,1.03,58.87,15.72,30.19,14.85,10.71,0,0,31605,76.85,0.94,32.68,28.66,11.21,18.36,35788,11650,14167,12319,8991,10963,8229,3013,12.15,23.03,39.95,9.94,7.66,61.27,14.53,17.49,19.59,17.11,7.84,31.56,12,9.89,3.6,74.66,67.7,83.46,78.91,62.44,68.56,691,3.51,6205,16.16,26.14,35.39,43.34,4,6.47,8.76,10.73,51.23,13.11,14.75,11.77,3.22,3.01,3.51,54.75,20.85,58.03,2,398,95.06,58.56,1.26,17.09,1965,4.25,0.53,165700,203600,246600,80900,408,552,666,258,617,30.8,24.8,11.1,0,0,24.76,52.53,48.82,85.66,92.34,4.8,5260.7,0.63,0
no,49256,2.55,0.11,96.67,0.44,0.66,13.98,26.81,12.39,10.06,49256,100,28223,82.14,3.86,48.51,23.02,4.75,11.76,35876,13339,13521,6473,5258,19124,6129,4631,9.65,10.77,16.58,26.39,4.41,69.16,5.01,29.2,8.3,31.55,7.28,28.63,10.11,8.79,3.08,78.39,79.25,87.06,76.39,76.08,81.95,503,1.3,606,8.09,8.91,15.02,22.44,0.1,0.11,0.18,0.28,91.41,0.67,3.19,2.2,2.48,2.84,1.94,69.32,1.38,45.97,3,723,96.39,60.72,0.28,24.76,1971,2.22,0.28,55600,67900,85000,29400,244,316,383,139,347,23.3,20.5,12,49,2,1.23,78.91,51.2,77.75,93.49,25.2,1953.7,0.13,0
no,12101,2.47,0.47,96.41,0.94,3.17,13.73,25.35,12.32,15.6,0,0,21618,66.47,0.65,37.4,36.25,10.97,16.51,27514,10644,10681,6170,4952,15046,5755,1946,16.3,9.38,26.71,10.69,6.94,53.88,16.38,19.43,18.56,18.92,14.07,25.35,17.36,15.85,3,66.23,63.71,73.44,69.32,52.43,61.78,180,1.67,376,1.86,18.62,25.27,28.99,0.06,0.58,0.79,0.9,94.76,0.88,4.66,2.98,2.4,2.48,2.3,58.34,3.53,54.24,2,328,93.73,56.46,2.74,38.41,1952,6.77,0.27,37400,50800,67600,30200,212,278,342,130,338,26.7,17.7,12.6,21,0,3.06,58.94,44.35,74.03,87.48,6.2,1964.4,0.86,0
no,10582,2.97,0.76,97.85,0.95,1.19,12.97,23.99,11.1,9.22,1813,17.13,44717,87.3,2.8,59.55,21.42,3,13.82,47748,17091,17147,3320,0,29133,5402,326,3.11,4.83,16.51,23.51,1.98,71.57,25.97,19.22,17.12,24.6,5.61,23.62,7.14,6.39,3.23,86.69,85.58,91.11,85.55,56.4,65.73,32,0.43,320,11.88,11.88,25.31,32.81,0.36,0.36,0.77,0.99,94.68,0.49,4.69,4.01,2.95,3.02,2.6,85.34,1.09,20.5,3,91,97.51,83.41,0,32.97,1969,0.5,0,114800,155300,192900,78100,368,479,581,213,563,24.4,22.2,12,0,0,3.02,81.07,64.56,79.93,94.13,27.9,379.5,0.49,0
no,14207,3.3,2.69,66.17,0.99,59.76,17.37,31.32,14.83,5.74,14207,100,23485,83.31,0.73,19.1,20.67,8.91,9.37,25212,8462,9682,2695,14000,6386,6415,3012,21.39,28.32,51.75,4.08,8.2,60.21,13.83,11.19,22.27,10.06,10.62,29.72,15.25,12.94,3.73,74.73,70.18,79.59,78.01,44.98,52.2,234,2.08,3210,10.12,20.53,29.66,52.9,2.29,4.64,6.7,11.95,44.38,14.81,14.55,11.62,3.3,3.25,3.37,55.63,22.3,59.59,2,514,89.33,56.51,4.47,59.34,1966,14.75,0.46,30000,38900,49600,19600,231,283,351,120,330,23.7,20.8,13.2,0,0,22.59,61.02,47.82,87.28,93.71,3.1,4530.3,1.21,0
yes,114144,2.79,2.17,74.65,12.18,21.29,14.83,31.81,16.71,9.13,114144,100,41921,84.84,0.67,44.88,18.57,4.8,14.74,48604,19098,21128,14468,21406,15771,9958,10985,9.81,7.99,17.28,29.83,4.66,68.2,23.1,20.32,12.09,31.32,9.39,37.01,13,11.2,3.24,76.35,71.47,83.44,77.86,56.94,64.08,2012,2.58,26981,20.05,31.6,40.84,51.59,4.74,7.47,9.65,12.2,68.81,8.75,8.88,6.23,2.74,2.83,2.64,56.76,11.05,52.97,2,2084,95.15,55.1,0.86,8.16,1966,1.95,0.18,182300,234600,341400,159100,559,659,791,232,706,29.4,23.5,11.3,64,27,23.64,41.83,44.7,73.67,86.59,22.9,4980.1,2.35,7.28
no,11280,3.05,10.93,87.31,1.43,0.66,12.73,26.38,9.84,2.33,11280,100,42281,95.86,0.69,45.62,7.46,2.38,7.51,44349,14684,15344,10672,13025,7209,8186,263,2.34,0.74,5.4,35.93,2.94,82.33,10.47,26.37,6.69,36.87,5.65,18.67,9.49,7.66,3.28,86.9,87.31,95.2,77.95,80.78,82.43,70,1.07,125,3.2,3.2,11.2,11.2,0.04,0.04,0.12,0.12,96.46,0.46,2.95,2.57,3.05,3.06,2.99,85.47,1.7,9.05,3,124,96.76,85.16,0.81,41.13,1981,0.95,0.58,65500,74500,90600,25100,427,499,567,140,633,21.5,21.5,12,0,0,1.11,51.76,41.81,58.02,77.48,4.1,2775.6,0.2,0
no,30987,3.12,1.99,91.15,4.24,7.42,13.94,30.77,12.55,3.28,30987,100,48758,95.4,0.79,42.9,9.81,2.3,7.22,50301,16416,16632,14862,11611,14864,11527,814,2.63,5.13,16.6,19.88,4.41,78.94,23.84,12.87,13.53,23.72,6.27,26.51,9.16,7.73,3.4,86.85,83.92,96.53,80.88,66.49,73.37,335,1.73,2855,13.17,18.98,31.28,43.33,1.21,1.75,2.88,3.99,85.09,2.11,6.53,5.55,3.12,3.13,3.08,86.7,2.84,21.19,3,393,96.19,86.53,1.02,11.45,1975,0.17,0.1,87900,107100,125700,37800,622,744,884,262,891,24.6,22.7,12.8,0,0,9.21,67.73,47.01,81.47,88.8,7,4411.6,2.98,0
yes,50418,3.05,2.48,85.67,1.41,18.99,14.89,25.91,11.52,10.7,50418,100,30795,72.46,0.51,29.4,28.84,11.73,18.98,33009,11472,11804,10294,13790,10690,8258,6246,12.49,8.85,28.73,6.73,9.21,52.65,12.17,15.25,17.04,17.28,10.01,23.32,13.03,11.55,3.37,77.9,72.98,81.32,77.72,40.91,52.02,988,2.47,3332,12.48,21.28,28.33,32.74,0.83,1.41,1.87,2.16,86.74,2.14,9,7.32,3.04,3.03,3.07,73.31,7.97,36.03,3,808,95.35,73.59,2.23,24.63,1981,4.22,0.34,84100,105400,133200,49100,392,468,578,186,545,32.6,25.9,12.7,0,0,6.61,56.13,37.81,65.27,91.74,50,1007.4,0.15,0
no,13038,2.19,1.4,93.83,3.83,2.8,8.09,16.37,6.94,11.78,13038,100,55748,74.89,0.94,68.97,21.92,2.85,16.3,70587,36057,37086,27545,27750,17930,26817,422,3.28,1.37,3.62,59.33,2.76,68.44,6.5,34.78,2.6,55.12,13.64,30.12,20.07,17.18,2.77,73.56,75.32,90.99,66.96,65.45,70.37,184,2.63,1439,7.78,10.35,16.61,22.1,0.86,1.14,1.83,2.44,91.15,0.48,2.35,1.31,2.16,2.33,1.84,70.35,1.13,46.83,3,184,97,65.21,0,23.37,1956,0.15,0,326200,445300,500001,173801,617,836,1001,384,879,32.1,27,12.2,0,1,11.04,47.3,53.67,73.92,90.99,4.8,2693.8,13.1,0
no,15718,2.6,0.5,98.67,0.49,0.35,12.74,23.8,10.71,13.4,15718,100,32141,77.57,0.48,49.59,30.18,5.47,19.41,38067,14640,14611,14001,34229,16854,7132,1202,7.76,6.45,20.44,22.69,5.68,60.14,27.41,24.14,17.49,27.71,7.69,22.04,10.44,9.16,3.05,81.68,80.63,91.39,88.57,51.03,62.23,82,0.65,332,4.22,15.96,23.8,38.55,0.09,0.34,0.5,0.81,96.43,0.23,3.04,2.27,2.57,2.74,2.15,75.79,0.8,34.66,3,181,97.09,71.14,1.1,24.86,1959,2.1,0,51400,68300,94600,43200,251,312,381,130,392,24.4,17.1,12,0,0,2.11,74.35,54.22,77.76,93.13,8.7,1805.8,0.27,0
yes,84724,2.56,3.34,94.66,0.98,1.88,13.16,30,13.99,9.63,84724,100,34995,82.5,0.24,43,23.59,5.41,16.72,41116,15079,15143,14581,10039,13121,15090,5928,7.11,6.39,24.31,11.39,6.26,65.59,27.33,16.63,19.06,19.14,10.89,31.45,14.27,12.67,3.11,74.29,72.49,82.51,76.59,58.86,64.99,1221,1.91,3711,6.52,11.13,18.14,20.1,0.29,0.49,0.79,0.88,94.07,0.5,4.35,2.97,2.53,2.87,2.01,68.39,2.64,47.18,3,1404,95.93,60.21,2.49,21.51,1964,2.05,0.17,50900,63400,74600,23700,402,457,516,114,512,24.2,16.2,12.7,0,0,4.38,75.32,54.96,88.29,94.46,21.2,3996.4,0.47,0
