id,geschlecht,alter,groesse,gewicht,einkommen,bildung,konfession,kinder,glueck,fitness,essen,alkohol,tattoos,rhein,datause,arztbesuche,wandern,fasnacht,sehhilfe
259,f,21,161.4,70.9,4700,sek III,NA,1,4,4,20,44,0,5,114,6,37,nein,ja
260,m,60,185.7,70.8,10200,sek III,konfessionslos,4,5,4,860,42,0,5,92,3,103,nein,ja
261,f,39,168.1,NA,9500,obligatorisch,NA,0,5,5,800,31,6,4,111,4,54,nein,nein
262,f,40,165.9,76,9300,lehre,katholisch,4,4,6,1190,30,2,4,94,2,30,nein,nein
263,m,26,173.3,100.5,3600,sek III,katholisch,2,10,6,1120,0,1,10,122,2,44,nein,ja
264,f,73,163.9,58.1,NA,lehre,muslimisch,0,4,6,NA,3,0,10,84,4,53,nein,nein
265,f,19,152.5,71.5,2500,lehre,konfessionslos,1,5,5,420,39,0,1,40,7,73,nein,ja
266,f,35,163.7,66.8,6100,obligatorisch,andere,2,9,6,1270,13,0,0,107,4,82,nein,nein
267,f,43,175.3,84.3,8800,obligatorisch,katholisch,2,4,4,690,31,6,0,125,5,49,nein,nein
268,f,44,179.9,49.2,6100,sek III,konfessionslos,3,8,3,1350,0,5,3,57,6,60,nein,ja
269,f,73,173.9,NA,11100,lehre,konfessionslos,1,7,7,1060,14,0,4,136,3,78,nein,nein
270,m,48,183,69.2,8900,obligatorisch,evangelisch-reformiert,0,8,6,700,69,0,5,88,0,75,nein,nein
271,f,52,179.6,NA,9300,obligatorisch,muslimisch,2,7,6,1430,0,0,6,79,6,52,nein,nein
272,f,81,176.7,56.8,14300,obligatorisch,katholisch,2,2,5,1170,33,4,4,43,0,86,nein,ja
273,m,58,175.2,66.8,11200,sek III,katholisch,1,5,5,1770,0,3,9,72,2,53,nein,ja
274,m,73,170.3,70.3,11900,sek III,evangelisch-reformiert,1,4,4,850,38,0,5,121,5,58,nein,ja
275,f,62,143.9,75.4,10600,lehre,konfessionslos,1,5,5,1500,0,4,4,71,3,63,nein,ja
276,f,39,172.6,67.2,NA,lehre,konfessionslos,1,3,6,NA,0,8,5,83,4,20,nein,nein
277,f,68,156.7,62.3,10900,obligatorisch,evangelisch-reformiert,1,2,3,650,35,2,3,103,6,10,nein,nein
278,m,65,184.3,81.8,8600,sek III,katholisch,1,4,7,350,54,4,8,105,3,86,nein,ja
279,f,45,160.6,66,6900,lehre,NA,1,2,4,380,49,0,5,67,8,50,nein,ja
280,m,30,166.3,103,5900,sek III,andere,1,5,8,540,44,5,5,77,5,35,nein,ja
281,m,43,188.9,80.3,7300,sek II,katholisch,4,4,6,880,26,0,5,92,5,60,ja,ja
282,m,32,180.4,78.8,6000,lehre,konfessionslos,3,6,3,340,43,0,3,54,2,53,nein,ja
283,f,78,147,63,NA,sek III,konfessionslos,1,3,7,NA,17,2,6,83,6,40,nein,nein
284,m,47,186.1,94.5,5300,lehre,NA,3,9,4,580,12,0,6,65,3,29,nein,ja
285,m,73,174.5,112.5,11600,lehre,konfessionslos,3,8,7,1030,41,0,3,81,4,76,nein,nein
286,m,57,194.3,NA,12300,lehre,evangelisch-reformiert,0,9,2,1270,38,2,6,77,3,105,nein,ja
287,f,75,163.2,64.9,11100,lehre,NA,2,4,4,940,36,4,8,108,8,13,nein,nein
288,m,73,174.3,89.2,14100,sek III,konfessionslos,1,3,4,1060,45,3,1,107,3,58,nein,nein
289,f,44,158.1,66.6,6800,lehre,NA,3,4,4,550,37,2,3,100,5,79,nein,ja
290,f,33,141.2,60.4,7100,obligatorisch,katholisch,0,4,3,1030,36,0,3,89,5,79,nein,ja
291,f,73,156,68.9,11000,sek III,katholisch,2,6,5,1160,21,3,1,85,3,57,nein,ja
292,m,33,170.2,88.4,4600,sek III,evangelisch-reformiert,2,5,4,140,45,0,3,113,2,54,nein,ja
293,f,27,176.8,NA,5700,lehre,katholisch,2,6,5,400,35,8,5,113,6,58,nein,nein
294,m,28,170.5,103,6900,sek III,andere,2,6,4,660,18,0,3,109,3,98,nein,ja
295,f,52,150.4,72.8,9600,lehre,konfessionslos,1,5,8,1190,28,0,4,80,6,58,nein,ja
296,f,41,177.2,50.4,6600,obligatorisch,konfessionslos,4,9,7,1140,14,0,4,90,6,64,nein,ja
297,f,73,177.6,71.8,NA,obligatorisch,konfessionslos,1,3,4,NA,16,3,2,61,9,39,nein,nein
298,f,45,150.2,54.1,9500,sek III,katholisch,3,3,8,1190,22,0,6,97,6,83,nein,ja
299,f,47,149.5,70.4,NA,lehre,NA,3,7,8,NA,20,4,2,64,9,57,nein,nein
300,m,22,195.6,NA,6500,sek III,katholisch,2,8,4,510,41,0,3,82,4,36,nein,nein
301,m,47,168.9,81.4,7500,lehre,konfessionslos,2,7,2,490,53,0,0,99,3,80,ja,ja
302,m,66,186,NA,10400,sek III,katholisch,2,5,6,1280,39,0,6,88,3,103,nein,ja
303,f,23,165.1,NA,NA,sek III,evangelisch-reformiert,0,7,3,NA,16,0,4,63,6,77,nein,nein
304,f,62,152.3,56.9,10300,sek II,evangelisch-reformiert,2,7,5,1420,13,5,9,84,2,89,nein,ja
305,m,32,180.9,79.3,4600,lehre,katholisch,2,6,8,360,42,0,9,103,5,79,nein,ja
306,m,44,155.1,NA,9200,sek III,katholisch,1,3,2,1360,0,3,0,84,3,114,nein,ja
307,f,27,158.8,77.5,3800,lehre,NA,2,3,3,400,20,5,6,101,8,67,nein,ja
308,m,73,178.5,99,11600,sek III,konfessionslos,0,5,6,880,43,0,2,68,5,25,nein,ja
309,f,45,167.1,67.3,5900,sek III,katholisch,2,9,7,980,21,0,9,72,2,57,nein,ja
310,m,69,170.1,87.8,10900,sek II,konfessionslos,1,9,9,1320,33,5,0,71,2,45,nein,ja
311,m,47,197.9,NA,7100,lehre,NA,4,8,4,660,44,0,6,117,0,97,nein,ja
312,m,52,170.6,78.7,7600,sek II,katholisch,3,7,3,650,55,1,4,104,2,46,nein,nein
313,m,47,168.9,71.4,NA,lehre,evangelisch-reformiert,1,7,5,NA,32,3,6,107,1,88,nein,ja
314,m,42,171,66.2,8900,sek III,katholisch,0,6,7,1110,12,0,0,98,3,35,nein,ja
315,m,24,169.5,91.5,6400,lehre,andere,2,7,4,580,0,0,3,88,1,11,nein,nein
316,f,49,157.4,81.8,9000,lehre,konfessionslos,3,6,3,550,36,4,5,58,6,51,nein,nein
317,f,46,161.6,NA,7900,sek III,katholisch,1,7,9,440,40,3,4,97,2,40,nein,ja
318,m,43,180.3,98.9,7100,sek III,konfessionslos,1,10,8,900,18,0,5,54,3,100,nein,ja
319,m,27,180,107.8,NA,sek III,evangelisch-reformiert,3,10,4,NA,36,1,2,111,4,55,nein,ja
320,m,24,198.7,80.1,5300,sek III,katholisch,1,8,7,470,43,0,7,104,1,55,nein,ja
321,m,35,177.5,69.4,NA,lehre,konfessionslos,4,7,5,NA,27,0,9,96,2,21,nein,nein
322,m,73,175.7,97.6,10900,sek III,evangelisch-reformiert,2,7,8,820,56,0,3,84,3,54,nein,nein
323,f,44,160.4,63.3,6700,lehre,katholisch,2,9,3,570,27,0,5,107,7,43,nein,nein
324,m,40,187.7,102.7,8600,sek III,konfessionslos,1,9,5,760,52,0,6,83,3,44,nein,ja
325,m,37,180.8,53.7,NA,sek III,evangelisch-reformiert,1,4,1,NA,25,0,2,73,4,39,nein,ja
326,f,48,168.3,NA,6300,lehre,evangelisch-reformiert,1,7,3,940,20,0,6,107,5,58,nein,ja
327,f,71,174.1,58.1,NA,sek II,evangelisch-reformiert,3,4,4,NA,0,1,0,58,6,60,nein,nein
328,f,67,173.2,65,NA,lehre,konfessionslos,2,9,3,NA,40,1,2,102,4,69,nein,ja
329,m,56,185.6,92,10800,lehre,konfessionslos,3,3,5,1000,34,0,5,86,4,23,nein,ja
330,m,73,182.2,74.2,12600,sek III,konfessionslos,0,9,8,1480,24,3,2,76,4,47,nein,ja
331,f,76,167.9,70.7,NA,lehre,NA,1,6,5,NA,19,0,2,94,3,80,nein,ja
332,f,65,170.8,57.9,9300,lehre,evangelisch-reformiert,1,5,6,920,10,9,6,87,7,36,nein,ja
333,f,48,152,65.8,9200,sek III,NA,2,4,6,860,34,0,6,122,3,75,nein,nein
334,m,38,179.5,88.5,7800,sek III,konfessionslos,1,5,5,330,29,0,1,84,4,58,nein,nein
335,f,52,154.5,60,6200,sek II,katholisch,1,6,5,610,24,3,3,54,3,46,nein,ja
336,m,25,164.6,81.9,2900,obligatorisch,evangelisch-reformiert,1,6,7,410,39,0,8,119,3,33,nein,nein
337,m,52,168.6,81.2,8600,sek III,konfessionslos,2,6,3,700,50,0,0,83,5,75,nein,nein
338,m,73,182.1,107.2,12400,lehre,katholisch,2,8,4,1460,37,6,2,77,4,70,nein,ja
339,m,29,180.6,94.2,3700,lehre,katholisch,1,8,7,450,21,0,4,98,5,37,nein,ja
340,f,18,167.1,67.9,NA,lehre,konfessionslos,1,7,4,NA,27,0,4,91,8,70,nein,nein
341,f,52,170.4,69,6400,sek II,NA,3,9,6,310,32,0,5,87,3,63,nein,ja
342,m,45,186.6,95.3,9200,sek II,evangelisch-reformiert,2,5,5,620,60,5,7,99,5,24,nein,nein
343,f,67,163,52,10900,sek III,evangelisch-reformiert,1,1,6,850,12,0,3,87,4,100,nein,ja
344,f,41,148.9,67.8,7500,sek III,katholisch,2,4,7,390,19,2,5,76,7,95,nein,ja
345,f,42,161,71.6,8600,sek III,evangelisch-reformiert,3,7,3,1300,12,0,8,77,4,46,nein,ja
346,m,24,185.8,NA,3300,lehre,evangelisch-reformiert,1,8,6,330,35,0,3,79,2,34,nein,ja
347,f,41,156.4,75.6,7500,sek III,katholisch,3,5,6,490,27,0,0,96,6,64,nein,ja
348,m,57,180.2,80,10600,sek III,katholisch,2,8,4,760,58,0,2,102,5,13,ja,ja
349,m,42,159.4,NA,NA,sek III,konfessionslos,3,6,5,NA,58,0,1,93,2,18,nein,ja
350,m,32,183,71.6,4600,sek III,konfessionslos,4,7,8,440,30,0,4,104,2,35,nein,ja
351,m,57,181.5,81.8,8700,sek III,konfessionslos,2,9,6,890,53,7,6,60,2,50,nein,nein
352,f,41,158.4,77.1,6200,lehre,katholisch,2,9,5,720,32,7,7,96,8,49,nein,nein
353,f,42,171.4,66.9,8500,sek II,konfessionslos,1,8,8,1040,9,7,5,98,7,18,nein,ja
354,f,51,157.3,70.1,10000,lehre,NA,1,5,2,1270,11,0,2,113,5,47,nein,nein
355,f,52,169.1,64.8,10000,lehre,evangelisch-reformiert,1,4,8,860,0,6,2,100,3,24,nein,ja
356,m,24,173.8,118.5,4000,lehre,konfessionslos,2,4,4,800,11,0,1,105,3,49,nein,ja
357,f,46,166.6,68.4,8600,lehre,katholisch,1,5,6,1040,0,2,5,62,3,56,ja,nein
358,f,73,165.9,67.5,NA,lehre,katholisch,1,4,5,NA,24,7,5,84,7,64,nein,ja
359,m,73,162.4,83.1,13800,lehre,konfessionslos,1,6,6,1110,69,1,4,115,5,109,nein,nein
360,m,62,188.5,54.5,9600,sek III,evangelisch-reformiert,3,5,5,650,73,2,3,91,4,73,nein,ja
361,f,18,170.5,NA,2900,lehre,NA,2,8,1,510,25,0,3,93,5,45,nein,nein
362,f,40,160.6,52.7,7100,sek II,katholisch,1,8,6,930,33,0,6,90,4,94,nein,ja
363,m,34,193.3,88.4,NA,obligatorisch,evangelisch-reformiert,1,9,9,NA,0,0,3,70,2,53,nein,nein
364,m,24,160.1,74.5,5200,sek III,katholisch,4,1,6,-120,44,0,0,70,1,63,nein,nein
365,f,54,153.4,55.3,10000,lehre,evangelisch-reformiert,2,7,7,1060,22,0,4,99,8,101,nein,nein
366,m,35,148.7,NA,4800,sek III,konfessionslos,2,8,5,590,46,0,6,84,5,49,nein,nein
367,m,47,175.9,69,9300,lehre,andere,1,7,4,940,38,3,7,82,2,20,nein,ja
368,m,73,185.6,91.6,NA,sek III,katholisch,1,3,6,NA,0,4,1,92,3,104,nein,ja
369,m,36,200.6,74,4800,obligatorisch,andere,4,5,2,330,45,3,0,64,3,67,nein,ja
370,m,31,165.9,66,6200,lehre,NA,3,5,1,720,0,0,7,65,6,32,nein,nein
371,m,65,173.6,102.4,10800,sek II,NA,1,6,4,1260,14,2,4,73,5,37,nein,ja
372,m,25,183.8,76.7,4700,obligatorisch,katholisch,4,8,3,380,36,0,5,88,1,89,nein,ja
373,m,73,186,87.1,10800,lehre,katholisch,0,7,3,990,67,4,0,91,0,37,nein,ja
374,f,59,147.7,63.5,13900,sek II,evangelisch-reformiert,1,3,7,1170,17,0,5,144,7,73,nein,nein
375,f,48,164.9,70.5,NA,sek III,konfessionslos,1,5,2,NA,20,6,5,72,3,82,nein,nein
376,m,67,181.4,85.9,10300,lehre,NA,4,5,4,1330,0,3,7,79,4,68,nein,nein
377,m,24,175.2,89,4500,sek III,NA,1,8,6,400,34,8,1,78,1,68,nein,nein
378,f,73,179.6,74.3,13900,lehre,konfessionslos,4,6,3,1180,24,4,7,105,2,78,nein,ja
379,f,42,160.2,63,6400,lehre,NA,2,10,4,830,39,5,7,130,5,32,nein,nein
380,m,50,184,79.4,7600,sek III,konfessionslos,3,9,4,870,26,3,5,112,3,112,nein,ja
381,m,56,184.9,108.3,8900,sek III,konfessionslos,2,9,2,660,51,0,1,83,4,43,nein,nein
382,m,44,180.6,61,8700,sek III,konfessionslos,3,6,4,460,42,0,9,98,4,59,nein,ja
383,m,47,165.9,NA,10000,sek III,katholisch,2,5,10,960,47,2,2,65,2,94,nein,ja
384,m,92,177.2,99.6,14500,sek II,muslimisch,1,7,7,1090,43,0,3,86,2,16,nein,ja
385,f,45,160.9,65,NA,lehre,konfessionslos,1,6,4,NA,17,0,4,78,5,9,nein,ja
386,m,33,171.3,NA,6700,sek III,katholisch,1,2,4,90,46,0,0,97,4,13,nein,ja
387,f,19,176.9,NA,3800,obligatorisch,konfessionslos,2,6,4,200,35,5,6,85,4,63,nein,nein
388,f,32,161.2,63.6,6900,lehre,konfessionslos,1,7,6,1320,4,2,5,94,4,59,nein,nein
389,f,43,153.5,80.2,6100,lehre,katholisch,3,8,5,980,36,0,3,73,5,80,nein,ja
390,m,73,170.5,NA,NA,lehre,konfessionslos,2,10,3,NA,36,1,8,90,2,48,nein,nein
391,m,36,164,116.6,5200,lehre,evangelisch-reformiert,3,6,4,450,35,1,5,68,4,77,nein,nein
392,m,53,177.7,88.8,NA,sek III,konfessionslos,0,7,6,NA,51,0,7,73,1,33,nein,ja
393,f,73,151.6,NA,12000,lehre,NA,0,8,7,1270,21,2,7,111,1,79,nein,ja
394,f,28,177.1,60.8,NA,obligatorisch,andere,0,7,9,NA,26,0,6,114,5,27,nein,ja
395,m,73,196.3,NA,11200,obligatorisch,NA,1,6,6,640,27,7,4,117,3,34,nein,nein
396,f,62,163.4,57,NA,sek III,katholisch,4,9,9,NA,28,0,3,84,3,56,nein,ja
397,m,53,175.2,96.9,NA,sek III,konfessionslos,1,7,6,NA,28,0,7,64,4,31,nein,nein
398,f,36,166.8,58.3,7900,lehre,konfessionslos,3,5,7,840,24,5,3,108,2,30,nein,ja
399,m,39,163.4,80.6,6900,sek III,NA,1,7,4,810,25,0,3,114,1,48,nein,ja
400,m,59,173.2,84.3,8400,lehre,muslimisch,4,9,9,860,43,0,5,99,3,84,nein,ja
401,m,34,196.3,81.1,6900,lehre,katholisch,1,9,6,540,0,8,4,86,3,81,nein,ja
402,m,39,163.5,NA,NA,sek III,evangelisch-reformiert,3,5,9,NA,20,0,0,54,3,62,nein,ja
403,f,45,156.4,64.3,7700,sek III,NA,3,9,8,1100,22,2,2,66,4,38,nein,ja
404,m,55,186,101.8,NA,sek II,NA,0,4,3,NA,44,0,8,74,3,44,nein,ja
405,m,39,172.5,84.4,5800,lehre,katholisch,1,9,6,800,41,0,4,63,3,44,nein,nein
406,m,22,172.8,99.1,5800,sek III,evangelisch-reformiert,2,8,5,1360,0,0,2,62,1,34,nein,ja
407,f,73,161.7,63.9,10900,lehre,katholisch,2,3,6,540,49,6,4,49,6,38,nein,ja
408,m,56,158.2,83.8,NA,lehre,konfessionslos,1,5,7,NA,35,0,0,78,2,50,nein,nein
409,m,35,181.3,87.1,6000,sek III,konfessionslos,3,9,7,740,62,5,6,102,3,39,ja,ja
410,m,35,178.8,113.2,6400,sek III,NA,2,10,6,900,22,7,4,84,2,71,nein,ja
411,m,42,177.9,99.6,NA,sek III,konfessionslos,4,7,1,NA,0,0,5,83,2,72,nein,ja
412,f,37,160.2,67.5,7800,lehre,evangelisch-reformiert,1,7,5,1040,13,0,6,111,3,53,nein,ja
413,m,22,182.4,71,2600,sek III,konfessionslos,2,6,1,130,40,0,10,55,0,83,nein,nein
414,f,42,170.2,NA,7400,lehre,katholisch,1,5,6,870,31,0,6,105,5,94,nein,nein
415,m,47,173.8,90.8,7000,sek III,evangelisch-reformiert,1,7,3,860,35,0,6,91,2,81,nein,ja
416,f,32,161.8,78.1,4000,lehre,muslimisch,2,7,1,470,0,1,4,107,7,93,nein,nein
417,f,58,187,72.5,10500,lehre,katholisch,4,6,9,1120,25,0,5,97,5,72,nein,ja
418,m,49,171.1,87.9,8600,sek III,konfessionslos,1,6,7,810,27,0,7,74,3,47,nein,ja
419,f,42,169.1,NA,8000,lehre,evangelisch-reformiert,1,3,5,810,28,0,1,112,5,51,nein,ja
420,m,73,181,91.1,13000,lehre,NA,3,3,4,810,36,0,6,66,5,64,nein,ja
421,m,39,172.5,NA,5200,sek III,konfessionslos,0,7,7,250,38,0,3,71,3,26,ja,ja
422,m,52,182.3,94.1,NA,lehre,konfessionslos,1,10,3,NA,47,0,7,86,3,77,nein,nein
423,f,57,157.1,58.4,6200,lehre,katholisch,2,7,3,670,10,9,4,111,3,44,nein,ja
424,m,22,187.5,90.2,5400,lehre,evangelisch-reformiert,1,8,8,550,45,0,6,93,4,44,nein,nein
425,m,55,173,107.9,9200,lehre,katholisch,2,8,6,660,57,5,4,99,3,90,nein,ja
426,m,34,176.7,NA,6000,sek III,evangelisch-reformiert,1,4,5,240,50,7,4,69,1,67,nein,nein
427,f,37,175.4,64,6400,sek III,konfessionslos,1,7,7,680,0,5,9,108,5,75,nein,ja
428,m,56,169.9,94.3,10400,sek III,konfessionslos,1,5,6,630,44,0,5,86,3,68,nein,ja
429,m,44,170.6,95.4,9100,sek III,katholisch,1,5,7,540,61,6,5,68,5,52,nein,ja
430,f,30,162.2,66.5,4600,lehre,NA,1,10,4,1200,0,6,0,59,8,82,nein,ja
431,m,29,185.9,84.1,3500,lehre,NA,3,10,6,260,60,0,10,79,5,75,nein,ja
432,f,51,155,73.4,8500,lehre,konfessionslos,1,6,5,1180,23,0,4,79,1,40,nein,nein
433,f,35,162.8,68,8000,sek III,evangelisch-reformiert,3,4,5,540,31,0,11,85,3,79,nein,ja
434,f,76,152,65.5,13100,sek III,katholisch,1,6,5,1740,0,6,3,59,7,37,nein,ja
435,f,37,162.1,71.9,4900,sek II,katholisch,0,4,5,730,16,3,4,75,8,76,nein,ja
436,f,59,169.9,58.9,NA,lehre,evangelisch-reformiert,1,7,5,NA,9,5,4,74,3,59,nein,ja
437,f,42,159.4,70.2,9200,sek II,konfessionslos,4,7,5,1230,4,0,4,94,2,76,nein,ja
438,f,56,172.9,62,9100,sek III,andere,1,5,5,1000,0,2,7,98,7,71,nein,ja
439,f,57,182.9,56.5,9800,lehre,konfessionslos,2,6,6,930,0,2,3,52,2,49,nein,nein
440,m,27,189.9,92.5,4700,sek III,konfessionslos,1,9,9,540,45,0,6,105,5,101,nein,ja
441,f,69,176.3,68,11800,sek II,evangelisch-reformiert,2,6,4,1000,25,0,7,129,7,68,nein,ja
442,f,27,163,NA,3600,obligatorisch,konfessionslos,1,6,6,170,24,0,0,63,3,51,nein,ja
443,f,48,160.6,69.8,8900,sek III,konfessionslos,3,5,5,970,20,5,0,101,4,87,nein,ja
444,f,46,166.3,47.7,8400,lehre,NA,1,6,5,870,37,1,0,79,1,63,nein,nein
445,f,56,153.4,83.3,9800,obligatorisch,katholisch,1,4,5,980,0,3,6,90,3,107,nein,ja
446,f,45,150.8,62.8,NA,sek III,konfessionslos,2,9,8,NA,28,0,6,85,5,49,nein,ja
447,m,32,180.3,100.7,3800,sek III,katholisch,1,6,6,420,14,9,4,46,2,37,nein,nein
448,m,72,184.6,92.2,11900,sek III,konfessionslos,1,8,4,680,68,0,0,81,4,79,nein,ja
449,f,26,172.1,62,5000,obligatorisch,konfessionslos,1,6,5,250,48,0,4,106,4,79,nein,ja
450,m,52,174.4,91.3,9300,lehre,katholisch,1,5,1,420,58,9,3,86,3,107,nein,ja
451,f,59,157.9,51.8,10200,sek III,muslimisch,2,5,4,1430,23,4,4,88,5,56,nein,nein
452,f,20,162.3,70.9,3800,lehre,NA,3,7,4,1040,22,3,7,61,6,59,nein,nein
453,m,45,178.7,NA,7800,lehre,evangelisch-reformiert,3,5,3,710,47,5,4,102,3,60,nein,nein
454,m,85,177.6,81.3,15600,sek III,konfessionslos,1,6,4,1640,34,0,4,112,4,29,nein,ja
455,m,73,192.4,81.7,NA,lehre,evangelisch-reformiert,1,3,6,NA,0,4,1,108,3,38,nein,ja
456,m,44,164.8,82.4,9400,sek III,andere,0,7,4,870,60,4,0,86,6,75,nein,ja
457,f,36,169.6,60.3,NA,lehre,konfessionslos,0,5,8,NA,25,0,4,58,6,69,nein,ja
458,m,56,190.4,93.3,8700,obligatorisch,NA,4,8,4,1030,36,0,0,73,6,50,nein,nein
459,f,84,173.8,63.6,12100,lehre,katholisch,1,6,5,1330,26,0,5,51,5,57,nein,ja
460,f,64,157.6,56,11200,sek III,konfessionslos,1,5,6,1420,18,2,4,71,3,56,nein,ja
461,f,18,163.1,58.7,3900,sek III,katholisch,1,7,6,750,21,0,4,95,8,64,nein,ja
462,m,45,180.7,74.1,8100,sek III,konfessionslos,0,6,6,710,27,0,5,83,2,79,nein,ja
463,f,50,170.8,NA,8400,lehre,konfessionslos,1,9,3,1280,0,0,2,94,4,39,nein,ja
464,m,31,190.1,79.6,6900,lehre,NA,3,8,3,670,58,3,5,85,1,41,nein,nein
465,f,43,165.9,NA,NA,lehre,katholisch,0,7,4,NA,19,0,5,89,3,88,nein,nein
466,f,72,174.4,NA,11200,lehre,andere,4,8,7,1360,27,0,3,95,8,36,nein,ja
467,f,47,150.8,56.5,7000,lehre,konfessionslos,1,3,3,920,3,0,3,68,9,23,nein,ja
468,f,45,156.3,NA,8300,sek III,konfessionslos,3,5,2,510,27,0,2,74,4,66,nein,nein
469,m,39,169.1,94.2,5500,sek III,konfessionslos,2,6,6,880,17,0,6,66,3,99,nein,nein
470,m,28,183.2,98.9,3100,lehre,katholisch,1,4,3,90,42,0,6,88,3,109,nein,ja
471,m,73,190.3,93.8,9600,sek III,NA,2,7,6,740,60,0,3,87,3,13,nein,ja
472,f,25,150.3,NA,4100,sek III,katholisch,1,5,3,730,8,6,4,83,4,71,nein,nein
473,m,21,195.7,83.9,NA,lehre,katholisch,1,7,10,NA,35,0,4,84,3,37,nein,nein
474,m,24,178.6,81.1,6000,sek III,konfessionslos,1,7,4,560,38,1,4,114,2,16,nein,ja
475,f,33,157.9,65.8,5900,sek III,NA,2,5,7,540,0,7,3,95,4,43,nein,ja
476,m,75,190.2,76.1,NA,sek III,NA,1,8,5,NA,76,0,4,92,2,70,nein,nein
477,f,57,179.6,57.8,10000,lehre,NA,1,5,3,860,41,0,3,90,4,54,nein,ja
478,f,36,190.6,50.7,5400,sek III,konfessionslos,2,4,9,650,16,2,2,98,4,71,nein,nein
479,m,32,171.2,74.2,4900,sek III,konfessionslos,4,6,7,550,22,0,2,111,3,35,nein,nein
480,f,71,161.1,53,11800,sek III,evangelisch-reformiert,1,4,5,1190,15,0,1,117,5,109,nein,ja
481,f,60,162.7,66.8,NA,obligatorisch,katholisch,3,5,3,NA,0,0,2,112,7,27,nein,ja
482,m,66,202.2,NA,NA,lehre,katholisch,2,3,8,NA,68,5,2,83,5,45,nein,nein
483,f,20,163,61.4,2900,lehre,NA,1,3,6,420,0,0,4,110,2,50,nein,nein
484,m,33,179.5,68.6,4100,sek III,katholisch,2,7,3,560,50,0,7,67,1,116,nein,ja
485,m,41,183.7,105.6,6500,lehre,katholisch,2,7,5,570,53,8,0,99,3,88,nein,ja
486,f,55,157.4,65.6,8800,obligatorisch,katholisch,0,6,5,700,44,5,9,92,6,43,nein,nein
487,m,38,180.3,72,4500,sek III,katholisch,1,8,6,390,60,7,5,85,2,51,nein,ja
488,m,41,183,81.5,NA,sek III,evangelisch-reformiert,1,9,3,NA,60,0,8,92,3,30,nein,ja
489,m,33,154.9,70.2,4200,obligatorisch,katholisch,4,7,3,530,35,0,5,126,3,77,nein,ja
490,f,66,173,73.5,NA,lehre,andere,1,5,7,NA,33,2,1,98,4,81,nein,ja
491,f,34,165.3,61.5,5400,obligatorisch,katholisch,2,3,6,680,25,2,7,104,2,24,nein,nein
492,f,64,170.3,65.5,8900,sek III,katholisch,2,7,5,960,23,2,2,101,5,101,nein,ja
493,m,44,160.7,80,NA,lehre,katholisch,2,4,7,NA,35,4,5,105,0,50,nein,nein
494,f,31,159.5,51.2,NA,lehre,konfessionslos,3,1,4,NA,18,3,4,109,9,64,nein,ja
495,f,58,172.8,70.2,11800,obligatorisch,konfessionslos,1,5,2,1680,0,0,4,62,2,69,ja,nein
496,m,25,184.7,75.8,4900,sek III,konfessionslos,2,9,7,470,42,3,1,87,3,16,nein,ja
497,f,60,146,67.5,8100,sek III,NA,1,5,1,1220,29,0,1,86,5,33,nein,ja
498,m,41,199.9,83.8,6600,lehre,evangelisch-reformiert,3,5,9,630,37,0,1,109,4,76,nein,nein
499,m,40,172.7,79,7700,sek III,katholisch,1,9,7,890,28,0,8,94,2,53,nein,ja
500,m,52,170.4,76.9,9400,lehre,NA,1,6,8,1050,27,0,3,71,4,58,nein,ja
501,f,90,161.5,NA,NA,obligatorisch,evangelisch-reformiert,0,8,8,NA,26,1,2,63,4,47,nein,nein
502,f,53,163.3,59.6,8000,lehre,NA,4,6,7,570,32,0,2,62,2,51,nein,ja
503,m,30,198.4,87.6,NA,lehre,evangelisch-reformiert,1,1,3,NA,32,0,3,119,3,71,nein,ja
504,f,33,155.1,65.5,6600,obligatorisch,konfessionslos,3,5,3,760,0,0,5,84,5,62,nein,nein
505,m,67,168.2,69,10500,lehre,katholisch,1,7,8,990,61,9,7,64,4,29,nein,ja
506,f,45,174.3,61.4,NA,sek III,katholisch,3,6,2,NA,35,7,6,98,5,53,nein,ja
507,f,103,164.7,66,18600,sek III,katholisch,4,4,6,1490,20,0,2,98,1,43,nein,nein
508,f,38,166.7,69.1,6200,obligatorisch,evangelisch-reformiert,4,7,4,610,36,5,3,132,2,63,nein,nein
509,m,49,182.2,NA,6400,lehre,NA,1,5,6,280,83,0,0,84,4,90,nein,ja
510,f,69,164.2,64.7,10800,lehre,katholisch,1,8,5,1730,0,4,6,83,1,58,nein,nein
511,m,67,183,93.9,11700,sek III,muslimisch,1,6,3,1010,39,0,3,92,7,81,nein,ja
512,m,75,172.2,71.9,12100,sek III,NA,3,4,6,1220,52,0,0,78,3,44,nein,ja
513,f,73,158.9,49.5,11600,sek III,katholisch,1,6,6,1280,21,0,0,88,6,45,nein,ja
514,f,48,160.9,50,7800,obligatorisch,evangelisch-reformiert,2,5,6,1350,7,7,5,101,5,51,nein,ja
515,m,89,185.8,84.5,12800,lehre,NA,2,9,8,1110,35,4,7,103,1,75,nein,nein
516,f,24,172.9,52.1,3800,lehre,katholisch,3,4,8,480,17,3,8,128,2,36,nein,nein
517,f,38,157.4,74.2,NA,obligatorisch,NA,1,5,9,NA,19,1,3,89,2,92,nein,nein
518,f,50,158.4,59.5,10400,lehre,evangelisch-reformiert,2,8,5,1210,24,11,0,67,6,44,nein,nein
